accounting_office_cvr,accounting_office_name,declarations,audits,reviews,extended_reviews,assistance,other_types,class_b,class_b_assistance,class_b_extended_reviews,class_b_audits,class_b_reviews,class_other,addressable_annual_reports,auditors_with_mne,source_names
16953199,Revisionsfirmaet Christian Danielsen,152,8,0,34,107,3,150,107,34,8,0,0,141,2,Revisionsfirmaet Christian Danielsen
14569391,DM Revision,152,0,0,33,119,0,152,119,33,0,0,0,152,1,DM Revision
43573810,Jysk Revision og Rådgivning ApS,151,2,0,33,116,0,151,116,33,2,0,0,149,2,Jysk Revision og Rådgivning ApS
13254192,Revisionsfirmaet Gutfelt,149,5,0,62,82,0,149,82,62,5,0,0,144,4,Revisionsfirmaet Gutfelt
33649452,Harboe og B.,148,0,0,18,130,0,148,130,18,0,0,0,148,1,Harboe og B.
98727558,Revisionsfirmaet Tommy Larsen,148,2,0,13,133,0,148,133,13,2,0,0,146,1,Revisionsfirmaet Tommy Larsen
26279534,Revisionscentret 5R Esbjerg,148,1,0,35,112,0,148,112,35,1,0,0,147,1,Revisionscentret 5R Esbjerg
35383646,Revisionsfirmaet Jan Kristensen,147,12,0,15,120,0,147,120,15,12,0,0,135,2,Revisionsfirmaet Jan Kristensen
26306175,FKS Revision,147,0,0,17,130,0,147,130,17,0,0,0,147,1,FKS Revision
20452897,Plus Revision,146,3,0,32,111,0,146,111,32,3,0,0,143,1,Plus Revision
28108303,Gilfelt Revision,145,16,0,33,96,0,145,96,33,16,0,0,129,2,Gilfelt Revision
28309724,Jørn m. Schmidt Statsautoriseret Revisionsanpartsselskab,145,20,0,24,101,0,134,101,24,9,0,11,125,2,Jørn m. Schmidt Statsautoriseret Revisionsanpartsselskab
14119507,MP Revision,144,1,0,72,71,0,143,71,71,1,0,1,142,1,MP Revision
54471556,Revisionsfirmaet Jørgen Larsen,142,11,0,32,98,1,141,98,32,11,0,0,130,2,Revisionsfirmaet Jørgen Larsen + Revisionsfirmaet Jørgen Larsen I/S
28966571,RN - Revision Nordjylland,141,0,0,0,141,0,141,141,0,0,0,0,141,1,RN - Revision Nordjylland
26273110,Erhvervsrevisorerne i Vejle,140,12,1,29,98,0,140,98,29,12,1,0,127,1,Erhvervsrevisorerne i Vejle
25076079,Vestjysk Landboforening,140,0,0,0,140,0,140,140,0,0,0,0,140,3,Vestjysk Landboforening
14262172,Vedbæk Revision,139,5,0,9,125,0,139,125,9,5,0,0,134,2,Vedbæk Revision
30546792,Nyborg Erhvervsrevision,138,4,0,25,109,0,138,109,25,4,0,0,134,1,Nyborg Erhvervsrevision
39702215,ABL Revision,136,0,0,0,136,0,136,136,0,0,0,0,136,2,ABL Revision
37903949,2A Revision,126,0,0,0,126,0,126,126,0,0,0,0,126,1,2A Revision
12322143,Plan Revision v/Per Petersen,123,0,0,23,100,0,123,100,23,0,0,0,123,2,Plan Revision v/Per Petersen
25273621,Kongevejens Revision,122,14,0,24,84,0,122,84,24,14,0,0,108,2,Kongevejens Revision
43661434,TANGSTAD - STATSAUTORISERET REVISIONSANPARTSSELSKAB,121,0,0,8,113,0,121,113,8,0,0,0,121,1,TANGSTAD - STATSAUTORISERET REVISIONSANPARTSSELSKAB
41503610,Lemvigegnens Landboforening,121,1,0,18,102,0,121,102,18,1,0,0,120,2,Lemvigegnens Landboforening
31478383,Hartvig & Aalund,119,16,0,1,102,0,119,102,1,16,0,0,103,3,Hartvig & Aalund + Revisionsfirmaet Hartvig & Aalund
27492487,RND Partner,118,0,0,28,90,0,118,90,28,0,0,0,118,3,RND Partner
15270144,Revisionsfirmaet Flemming Hansen,117,55,0,6,55,1,115,55,6,53,0,2,61,2,Revisionsfirmaet Flemming Hansen
72430816,Revfirma Georg Mathiasen,116,55,1,7,48,5,111,48,7,55,1,0,55,1,Revfirma Georg Mathiasen
28483902,Asla Revision,115,0,0,31,84,0,115,84,31,0,0,0,115,1,Asla Revision
33074441,Damgaard Revision,115,15,0,7,93,0,115,93,7,15,0,0,100,2,Damgaard Revision
15396105,Revisionsfirmaet Erik Hultquist,114,4,0,10,100,0,114,100,10,4,0,0,110,1,Revisionsfirmaet Erik Hultquist
34330042,CURA Revision,114,0,0,14,100,0,114,100,14,0,0,0,114,1,CURA Revision
41998407,Nexø Revision A/S,112,0,0,17,95,0,112,95,17,0,0,0,112,2,Nexø Revision A/S
30318269,MN Revision og Rådgivning,111,0,0,0,111,0,111,111,0,0,0,0,111,1,MN Revision og Rådgivning
36071281,Ostenfeld Revision,109,1,1,18,89,0,109,89,18,1,1,0,107,2,Ostenfeld Revision
28136196,Revisionsfirmaet Mentor,106,1,0,15,90,0,106,90,15,1,0,0,105,1,Revisionsfirmaet Mentor
31742781,Agerbor Gruppen,106,1,0,17,88,0,106,88,17,1,0,0,105,1,Agerbor Gruppen
43325000,Ellebæk Revision godkendt revisionsanpartsselskab,105,15,0,21,69,0,105,69,21,15,0,0,90,1,Ellebæk Revision godkendt revisionsanpartsselskab
41552204,DanRevision Statsautoriseret Revisionsanpartsselskab,105,11,0,35,59,0,105,59,35,11,0,0,94,2,DanRevision Statsautoriseret Revisionsanpartsselskab
35238050,Momentum Revision,103,13,0,1,89,0,103,89,1,13,0,0,90,0,Momentum Revision
32563627,Gronemanns,103,0,0,21,81,1,102,81,21,0,0,0,102,1,Gronemanns
44535122,Andersen & Novakovic statsautoriseret revisionsanpartsselskab,103,1,0,10,92,0,103,92,10,1,0,0,102,1,Andersen & Novakovic statsautoriseret revisionsanpartsselskab
38818724,Kvist Revision ApS,103,0,0,15,88,0,103,88,15,0,0,0,103,1,Kvist Revision ApS
42825379,REVISION THY Registreret Revisionsanpartsselskab,103,7,0,18,78,0,103,78,18,7,0,0,96,1,REVISION THY Registreret Revisionsanpartsselskab
14335102,Revisorgården i Odense,103,0,0,19,84,0,103,84,19,0,0,0,103,2,Revisorgården i Odense
26454123,ARIES,101,25,0,23,53,0,100,53,23,24,0,1,76,1,ARIES
41672625,"Bornhøft & Lindemann, Registreret Revisionsanpartsselskab",101,0,0,17,84,0,101,84,17,0,0,0,101,2,"Bornhøft & Lindemann, Registreret Revisionsanpartsselskab"
39188678,Rödl & Partner Danmark,98,43,0,12,43,0,96,43,12,41,0,2,55,4,Rödl & Partner Danmark
38225804,Krydsrevision,98,3,3,5,87,0,98,87,5,3,3,0,92,1,Krydsrevision
35519432,Revisor-Team,97,0,0,0,97,0,97,97,0,0,0,0,97,1,Team Revision
45395634,Juul & Blicher ApS,96,21,0,21,54,0,95,54,21,20,0,1,75,1,Juul & Blicher ApS
46080041,LD&C Statsautoriseret Revisionsanpartsselskab,96,0,0,17,79,0,96,79,17,0,0,0,96,2,LD&C Statsautoriseret Revisionsanpartsselskab
10686504,Revisionsfirmaet Evan Klarholt,95,0,0,0,95,0,95,95,0,0,0,0,95,1,Revisionsfirmaet Evan Klarholt
37522945,PN Revision,94,22,1,14,57,0,94,57,14,22,1,0,71,1,PN Revision
35891986,ECO Revision,94,0,0,0,94,0,94,94,0,0,0,0,94,1,ECO Revision
18192195,Revisionsfimaet W. Bach Nørgaard,93,8,0,14,71,0,93,71,14,8,0,0,85,1,Revisionsfimaet W. Bach Nørgaard
26730597,Revisto I/S,93,39,0,0,54,0,93,54,0,39,0,0,54,1,Revisto I/S
17037307,Centrum Revision V/Kurt Håkonsson,91,28,0,10,53,0,91,53,10,28,0,0,63,1,Centrum Revision V/Kurt Håkonsson
18216833,Realvision,91,7,0,9,75,0,91,75,9,7,0,0,84,1,Realvision
71344517,Buch&Nørgaard,91,0,0,37,54,0,91,54,37,0,0,0,91,1,Buch&Nørgaard
29529507,Schmidt Revision,91,2,1,9,79,0,91,79,9,2,1,0,88,2,Schmidt Revision
76637415,Høffner Revision,91,0,0,13,78,0,91,78,13,0,0,0,91,1,Høffner Revision
45328988,"Lorentzen & Partners, Statsautoriserede Revisorer ApS",90,7,0,31,52,0,90,52,31,7,0,0,83,2,"Lorentzen & Partners, Statsautoriserede Revisorer ApS"
14759840,Aage & Povl Holm,87,6,0,4,77,0,87,77,4,6,0,0,81,1,Aage & Povl Holm
32500145,THN Revision,87,4,2,31,50,0,87,50,31,4,2,0,81,2,THN Revision
13737096,Revision Hatting,87,11,0,13,63,0,87,63,13,11,0,0,76,1,Revision Hatting
33043163,ONreVISION,87,0,0,0,87,0,87,87,0,0,0,0,87,1,ONreVISION
36908114,Revision Ryttergaarden,86,0,0,0,86,0,86,86,0,0,0,0,86,1,Revision Ryttergaarden
31888026,Søhøjlandets revision,86,0,0,29,57,0,86,57,29,0,0,0,86,2,Søhøjlandets revision
20835400,Østdansk Landboforening,85,0,0,0,85,0,85,85,0,0,0,0,85,4,Østdansk Landboforening
20572043,Revisorhuset Halsnæs,83,0,2,16,65,0,83,65,16,0,2,0,81,2,Revisorhuset Halsnæs
36909935,MTMLB,83,2,0,8,73,0,83,73,8,2,0,0,81,1,MTMLB
88248228,Egon Pedersen Revision,81,13,0,15,51,2,78,51,15,10,0,3,66,2,Egon Pedersen Revision
41835303,Nordisk Revision Godkendt Revisionsanpartsselskab,80,0,0,19,61,0,80,61,19,0,0,0,80,1,Nordisk Revision Godkendt Revisionsanpartsselskab
30563670,Lejenregnskabschef.dk,79,0,0,0,79,0,79,79,0,0,0,0,79,1,Lejenregnskabschef.dk
45150437,PRO REVISION STATSAUTORISERET ANPARTSSELSKAB,77,2,0,11,64,0,77,64,11,2,0,0,75,2,PRO REVISION STATSAUTORISERET ANPARTSSELSKAB
21860506,DVU,76,33,0,0,43,0,76,43,0,33,0,0,43,1,DVU
10110807,Vendelbo,76,0,0,20,56,0,76,56,20,0,0,0,76,1,Vendelbo
26668840,Andersen og Partnere,75,3,0,0,72,0,75,72,0,3,0,0,72,1,Andersen og Partnere
21164577,ReviØst,75,2,0,17,56,0,75,56,17,2,0,0,73,1,ReviØst
33225172,Lars P Revision,75,0,0,16,59,0,75,59,16,0,0,0,75,1,Lars P Revision
30348184,Registreret Revisionsvirksomhed Nordskov Revision,74,0,0,0,74,0,74,74,0,0,0,0,74,1,Registreret Revisionsvirksomhed Nordskov Revision
45852652,Tetras Statsautoriseret Revisionsanpartsselskab,74,6,0,12,56,0,74,56,12,6,0,0,68,2,Tetras Statsautoriseret Revisionsanpartsselskab
29404992,HE Revision,73,0,1,18,54,0,73,54,18,0,1,0,72,1,HE Revision
17128973,Unik-Revision,73,2,0,22,49,0,73,49,22,2,0,0,71,1,Unik-Revision
18743396,Revisionsfirmaet Peder Albertsen,71,13,0,1,57,0,71,57,1,13,0,0,58,2,Revisionsfirmaet Peder Albertsen
12155662,Revisionsfirmaet Ole Hansen,70,6,0,45,19,0,70,19,45,6,0,0,64,2,"Revisionsfirmaet Ole Hansen, Statsautoriseret Revisionsanpartsselskab"
21052302,Revisionsfirmaet Peter Berg,70,6,0,24,40,0,70,40,24,6,0,0,64,1,Revisionsfirmaet Peter Berg
19706974,Fynbo Revision,69,0,0,6,63,0,69,63,6,0,0,0,69,1,Fynbo Revision
42044040,Sydvestjysk Revision ApS Godkendt Revisionsselskab,69,5,0,18,46,0,69,46,18,5,0,0,64,1,Sydvestjysk Revision ApS Godkendt Revisionsselskab
19941442,Nordmors Revision v/Peter Djernes,69,10,0,4,55,0,69,55,4,10,0,0,59,1,Nordmors Revision v/Peter Djernes
18619407,Revisionsfirmaet Jørgen Gilling,68,1,0,0,67,0,68,67,0,1,0,0,67,1,Revisionsfirmaet Jørgen Gilling
18288389,Revisionsfirmaet Kirch Andersen,68,0,0,7,61,0,68,61,7,0,0,0,68,1,Revisionsfirmaet Kirch Andersen
13179638,REVISIONSKONTORET AF 2004 ApS,66,0,0,0,66,0,66,66,0,0,0,0,66,2,REVISIONSKONTORET AF 2004 ApS
16145084,Revision Nord,65,9,0,15,41,0,63,41,15,7,0,2,56,2,Revision Nord
43629379,Nørgaard Schultz Godkendt Revisionsanpartsselskab,65,0,0,0,65,0,65,65,0,0,0,0,65,1,Nørgaard Schultz Godkendt Revisionsanpartsselskab
30817222,Kolding Erhvervsservice,65,0,0,0,65,0,65,65,0,0,0,0,65,1,Kolding Erhvervsservice
26624479,AB-Revision,64,0,0,1,63,0,64,63,1,0,0,0,64,1,AB-Revision
16933503,Johnny Hansen Registreret Revisionsanpartsselskab,63,0,0,0,63,0,63,63,0,0,0,0,63,1,Johnny Hansen Registreret Revisionsanpartsselskab
20935790,2TalRevision v/Jan Christensen,63,0,0,23,40,0,63,40,23,0,0,0,63,1,2TalRevision v/Jan Christensen
10632684,Revision 1-2-3,63,14,0,3,46,0,63,46,3,14,0,0,49,1,Revision 1-2-3
14135308,Registreret Revisionsanpartsselskab Flemming Juhl Nielsen,63,0,0,14,49,0,63,49,14,0,0,0,63,1,Registreret Revisionsanpartsselskab Flemming Juhl Nielsen
16609331,Revisionskontoret i Faxe,62,9,0,8,45,0,62,45,8,9,0,0,53,2,Revisionskontoret i Faxe
26063655,Tranberg,62,4,0,8,50,0,62,50,8,4,0,0,58,3,Tranberg
42793744,2+ Revision Grønland Statsautoriserede Revisorer ApS,61,6,0,16,39,0,61,39,16,6,0,0,55,2,2+ Revision Grønland Statsautoriserede Revisorer ApS
15659777,Revisionsfirmaet Svend Dørffer,61,9,0,2,50,0,61,50,2,9,0,0,52,1,Revisionsfirmaet Svend Dørffer
40032622,MS Revision ApS,61,3,2,11,44,1,57,44,11,0,2,3,55,1,MS Revision ApS
91259850,Revision 1,61,0,0,0,61,0,61,61,0,0,0,0,61,1,Revision 1
44405016,Alt i Regnskab & Rådgivning ApS,61,0,0,0,61,0,61,61,0,0,0,0,61,1,Alt i Regnskab & Rådgivning ApS
76475512,Gundsø Revision,60,18,0,42,0,0,59,0,42,17,0,1,42,1,Gundsø Revision
36065346,Revisionsfirmaet Kim Jacobsen,60,1,0,6,53,0,60,53,6,1,0,0,59,1,Revisionsfirmaet Kim Jacobsen
61676228,Patriotisk Selskab,59,3,0,8,48,0,59,48,8,3,0,0,56,2,Patriotisk Selskab
39473321,"DM Revisionsfirma af 1993, Registreret Revisionsanpartsselskab",59,0,0,15,44,0,59,44,15,0,0,0,59,1,"DM Revisionsfirma af 1993, Registreret Revisionsanpartsselskab"
14913572,Registreret Revisor Per Obling,59,0,0,0,59,0,59,59,0,0,0,0,59,1,Registreret Revisor Per Obling
52992753,Greve Strands Revision,59,1,0,3,55,0,59,55,3,1,0,0,58,1,Greve Strands Revision
27910165,Egtved Revisionskontor,59,2,0,6,51,0,59,51,6,2,0,0,57,2,Egtved Revisionskontor
12707789,Revisionsfirmaet Revicon,59,0,0,0,59,0,59,59,0,0,0,0,59,1,Revisionsfirmaet Revicon
35868828,Erhvervs Consult ApS,58,9,0,0,49,0,58,49,0,9,0,0,49,1,Erhvervs Consult ApS
10290430,PKF Borup ApS,57,0,0,0,57,0,57,57,0,0,0,0,57,1,PKF Borup ApS
36696486,Revisionsfirmaet Lars Bastholm,57,3,0,29,25,0,57,25,29,3,0,0,54,1,Revisionsfirmaet Lars Bastholm
19713830,Djurs Revision,57,0,0,15,42,0,57,42,15,0,0,0,57,1,Djurs Revision
39846144,Revisionsfirmaet Søren Askly,56,0,0,0,56,0,56,56,0,0,0,0,56,1,Revisionsfirmaet Søren Askly
30201795,TK Revision,56,1,0,1,54,0,56,54,1,1,0,0,55,1,TK Revision
21706833,RB Revision,56,0,0,1,55,0,56,55,1,0,0,0,56,2,RB Revision
29033609,RugaardRevision,56,37,0,0,19,0,56,19,0,37,0,0,19,1,RugaardRevision
46115422,"Kjeldsen Revision, Statsautoriseret Revisionsanpartsselskab",55,0,0,14,41,0,55,41,14,0,0,0,55,2,"Kjeldsen Revision, Statsautoriseret Revisionsanpartsselskab"
44396033,Din Revisor Amager ApS Godkendte revisorer,54,3,0,10,41,0,54,41,10,3,0,0,51,2,Din Revisor Amager ApS Godkendte revisorer
28284160,LJ Revision,54,0,0,0,54,0,54,54,0,0,0,0,54,2,LJ Revision
31165571,Revisionsfirmaet Torlund,53,2,0,14,37,0,53,37,14,2,0,0,51,1,Revisionsfirmaet Torlund
78682418,Revisionsfirmaet Arne Bang,53,21,0,0,32,0,53,32,0,21,0,0,32,1,Revisionsfirmaet Arne Bang
33164076,R3 Revision,53,0,0,7,46,0,53,46,7,0,0,0,53,2,R3 Revision
35143114,Revisionsfirmaet Hanne og Erling Lund,53,2,0,8,43,0,53,43,8,2,0,0,51,1,Revisionsfirmaet Hanne og Erling Lund
28970641,Luni Revisions Anpartsselskab,52,0,0,0,52,0,52,52,0,0,0,0,52,1,Luni Revisions Anpartsselskab
32090516,Thrane Consult,52,0,0,0,52,0,52,52,0,0,0,0,52,1,Thrane Consult
44742969,Bisbjerg & Partners P/S,52,2,0,5,45,0,52,45,5,2,0,0,50,1,Bisbjerg & Partners P/S
38248677,Lindholm Revision,51,0,0,5,46,0,51,46,5,0,0,0,51,2,Lindholm Revision
15897473,CDO Revison,50,0,0,0,50,0,50,50,0,0,0,0,50,1,CDO Revison
17275100,Revision Horsens,50,0,0,0,50,0,50,50,0,0,0,0,50,1,Revision Horsens
25187091,GE Revision & Rådgivning,49,3,0,7,39,0,49,39,7,3,0,0,46,1,GE Revision & Rådgivning
42216011,Betternumbers P/S,49,0,0,6,43,0,49,43,6,0,0,0,49,3,Betternumbers P/S
27616690,Broernes Revision,49,0,0,0,49,0,49,49,0,0,0,0,49,1,Broernes Revision
25859138,S.J. Revision,48,0,0,4,44,0,48,44,4,0,0,0,48,1,S.J. Revision
12838840,Toldbodens Revision & Regnskab,48,4,0,0,44,0,48,44,0,4,0,0,44,2,Toldbodens Revision & Regnskab
34894949,Steen Koch Registrerede revisorer,48,0,1,6,41,0,48,41,6,0,1,0,47,1,Steen Koch Registrerede revisorer
40375260,MBL Revision,47,0,0,13,34,0,47,34,13,0,0,0,47,1,MBL Revision
33160364,CTM Revision,47,0,0,0,47,0,47,47,0,0,0,0,47,2,CTM Revision
37054933,RevisionsHuset-Viborg v/Mogens Bech,47,1,0,16,30,0,47,30,16,1,0,0,46,1,RevisionsHuset-Viborg v/Mogens Bech
25685229,Lægers & Tandlægers Revisionskontor,47,0,0,0,47,0,47,47,0,0,0,0,47,1,Lægers & Tandlægers Revisionskontor
15279680,PM Revision,46,0,0,1,45,0,46,45,1,0,0,0,46,1,PM Revision
75076118,Grønborg Revision,46,1,0,0,45,0,46,45,0,1,0,0,45,1,Grønborg Revision
30351002,Kirkhoff,46,3,0,5,38,0,45,38,5,2,0,1,43,1,Kirkhoff
27607764,AA revisionsanpartsselskabet,46,0,0,0,46,0,46,46,0,0,0,0,46,1,AA revisionsanpartsselskabet
25979907,JBC Revision v/Jørgen Christensen,45,3,1,21,20,0,45,20,21,3,1,0,41,1,JBC Revision v/Jørgen Christensen
70666758,Revisor/Lasse Larsen,45,0,0,0,45,0,45,45,0,0,0,0,45,1,Revisor/Lasse Larsen
26291593,Kompas Revision,43,0,0,11,32,0,43,32,11,0,0,0,43,1,Kompas Revision
69885055,Revisionskontoret,43,1,0,3,39,0,43,39,3,1,0,0,42,1,Revisionskontoret
32942490,T. Rasmussen Revision,43,21,0,0,22,0,43,22,0,21,0,0,22,2,T. Rasmussen Revision
12576986,F I Revision,43,2,0,0,41,0,43,41,0,2,0,0,41,1,F I Revision
28505159,Revisionsanpartsselskabet Jens Carl Nielsen,43,0,0,6,37,0,43,37,6,0,0,0,43,1,Revisionsanpartsselskabet Jens Carl Nielsen
37183024,Regnskabs- og Revisionskontoret for Storkøbenhavn,42,0,6,2,34,0,42,34,2,0,6,0,36,1,Regnskabs- og Revisionskontoret for Storkøbenhavn
27489559,AHJ Revision,42,0,0,0,42,0,42,42,0,0,0,0,42,1,AHJ Revision
29839328,NU-REVI,42,8,0,0,34,0,42,34,0,8,0,0,34,1,NU-REVI
26310172,TALSTABLEREN REGISTRERET REVISIONSANPARTSSELSKAB,42,0,0,15,27,0,42,27,15,0,0,0,42,2,TALSTABLEREN REGISTRERET REVISIONSANPARTSSELSKAB
11524192,Nils Knudsen NK - REVI,41,0,0,0,41,0,41,41,0,0,0,0,41,1,Nils Knudsen NK - REVI
31934354,Revirk Rådgivning,40,0,0,0,40,0,40,40,0,0,0,0,40,1,Revirk Rådgivning + Revirk Rådgivning Statsautoriseret revisionsfirma
11901840,Revisionvest,40,1,0,5,34,0,40,34,5,1,0,0,39,1,Revisionvest
16557390,Bæk Revision,40,0,0,1,39,0,40,39,1,0,0,0,40,1,Bæk Revision
67425618,Mogens Kibsgaard. Statsautoriseretrevisionsanpartsselskab,39,14,0,10,15,0,38,15,10,13,0,1,25,2,Mogens Kibsgaard. Statsautoriseretrevisionsanpartsselskab
35394206,Skatteinform,39,6,0,0,33,0,39,33,0,6,0,0,33,1,Skatteinform
91112353,Statsautoriseret Revisor Leif G. Rasmussen,39,0,0,0,39,0,39,39,0,0,0,0,39,1,Statsautoriseret Revisor Leif G. Rasmussen
17294431,Kobstrup,38,0,0,0,38,0,38,38,0,0,0,0,38,1,Kobstrup
17022970,L.A. Revision,38,0,0,3,35,0,38,35,3,0,0,0,38,1,L.A. Revision
10623685,Revisionsfirmaet Lund & Christiansen,38,7,0,6,25,0,38,25,6,7,0,0,31,2,Revisionsfirmaet Lund & Christiansen
35316957,Kreston AKC,37,4,0,3,30,0,37,30,3,4,0,0,33,1,Kreston AKC
16342718,Landwirtschaftlicher Hauptverein für Nordschleswig,37,0,0,5,32,0,37,32,5,0,0,0,37,2,Landwirtschaftlicher Hauptverein für Nordschleswig
15553782,Multi Revision Ballerup,36,0,0,0,36,0,36,36,0,0,0,0,36,1,Multi Revision Ballerup
25477367,Elite-Revision,36,0,0,9,27,0,36,27,9,0,0,0,36,1,Elite-Revision
28053665,Revision Køge,35,0,0,8,27,0,35,27,8,0,0,0,35,1,Revision Køge
28126131,Capture,35,1,0,3,31,0,35,31,3,1,0,0,34,1,Capture
15681578,Registreret revisionsfirma Torben Andersen,35,0,0,4,31,0,35,31,4,0,0,0,35,1,Registreret revisionsfirma Torben Andersen
14548599,Centrum Revision v/ Henrik Søeborg,34,2,0,2,30,0,34,30,2,2,0,0,32,1,Centrum Revision v/ Henrik Søeborg
36479760,DR Revision,34,1,1,8,23,1,34,23,8,1,1,0,31,2,DR Revision
21849588,Revisionsselskabet Mougaard,34,0,0,0,34,0,34,34,0,0,0,0,34,2,Revisionsselskabet Mougaard
83005815,Revisionsfirmaet Zinnsgade,33,0,0,0,33,0,33,33,0,0,0,0,33,1,Revisionsfirmaet Zinnsgade
17578235,Bidstrup Revision,32,0,0,6,26,0,32,26,6,0,0,0,32,1,Bidstrup Revision
28148585,PT af 27. juli 2004,32,1,0,5,26,0,32,26,5,1,0,0,31,1,PT af 27. juli 2004
29747792,FN Revision,32,2,13,2,7,8,24,7,2,2,13,0,9,1,FN Revision
10875781,"RevisionPlus, Grindsted",32,9,0,2,21,0,32,21,2,9,0,0,23,1,"RevisionPlus, Grindsted"
30553535,Claus Carlsen,31,0,0,0,31,0,31,31,0,0,0,0,31,2,Claus Carlsen
13672970,Revisionsfirma Bent Madsen,31,0,0,0,31,0,31,31,0,0,0,0,31,1,Revisionsfirma Bent Madsen
16603473,Revisionskontoret i Asnæs,31,1,0,0,30,0,31,30,0,1,0,0,30,1,Revisionskontoret i Asnæs
18738007,Revisionsfirmaet Jens Søndergaard,31,0,0,0,31,0,31,31,0,0,0,0,31,1,Revisionsfirmaet Jens Søndergaard
44304635,Ødegaard Statsautoriseret Revisionsanpartsselskab,30,1,0,15,14,0,30,14,15,1,0,0,29,2,Ødegaard Statsautoriseret Revisionsanpartsselskab
16147591,MQ Revision,30,0,0,0,30,0,30,30,0,0,0,0,30,1,MQ Revision
86046717,Revisionsfirmaet Bendt Stendahl,30,0,0,0,30,0,30,30,0,0,0,0,30,1,Revisionsfirmaet Bendt Stendahl
11328881,Revisionsfirmaet Ole Dahl,30,0,0,0,30,0,30,30,0,0,0,0,30,1,Revisionsfirmaet Ole Dahl
11211585,Toprevi,29,0,0,0,29,0,29,29,0,0,0,0,29,1,Toprevi
32821030,Statsautoriseret revisor Ole Tønnesen,29,12,0,0,17,0,29,17,0,12,0,0,17,2,Statsautoriseret revisor Ole Tønnesen
14604448,CBK Revision,29,24,0,0,5,0,27,5,0,22,0,2,5,1,CBK Revision
33684096,Verifica,29,0,0,0,29,0,29,29,0,0,0,0,29,1,Verifica
29573360,Kerteminde Revision v/Charlotte Elwain,28,0,0,0,28,0,28,28,0,0,0,0,28,1,Kerteminde Revision v/Charlotte Elwain
46151607,HR Revision ApS,27,11,0,16,0,0,27,0,16,11,0,0,16,2,HR Revision ApS
30276019,Q-Revision,27,0,0,3,24,0,27,24,3,0,0,0,27,1,Q-Revision
27527027,Eybye Invest,27,0,0,0,27,0,27,27,0,0,0,0,27,1,Eybye Invest
11303870,Langelinierevisionen,26,0,0,0,26,0,26,26,0,0,0,0,26,1,Langelinierevisionen
31131928,Nørgaard Revision,26,0,0,0,26,0,26,26,0,0,0,0,26,1,Nørgaard Revision
34901295,Torsten Rasmussen,26,0,0,0,26,0,26,26,0,0,0,0,26,1,Torsten Rasmussen
14792074,"Rudersdal Revision, Registrerede revisorer",26,2,0,4,20,0,26,20,4,2,0,0,24,2,"Rudersdal Revision, Registrerede revisorer"
20868546,Toft Revision,26,0,0,4,22,0,26,22,4,0,0,0,26,1,Toft Revision
15587008,Kjeld Linnebjerg Registreret Revisionsanpartsselskab,26,0,0,0,26,0,26,26,0,0,0,0,26,1,Kjeld Linnebjerg Registreret Revisionsanpartsselskab
15664908,Registreret revisor Marianne Mortensen,25,0,0,0,25,0,25,25,0,0,0,0,25,1,Registreret revisor Marianne Mortensen
27289940,Danborg Revision,25,2,0,0,23,0,25,23,0,2,0,0,23,1,Danborg Revision
37205907,GoAudit,25,2,0,6,17,0,25,17,6,2,0,0,23,1,GoAudit
20113138,Nigelema v/Niels Lemmeke Madsen,25,3,0,1,21,0,25,21,1,3,0,0,22,1,Nigelema v/Niels Lemmeke Madsen
20474882,Egelund Revision,25,4,0,1,20,0,25,20,1,4,0,0,21,1,Egelund Revision
21090174,aj2,24,0,0,0,24,0,24,24,0,0,0,0,24,1,aj2
40748083,ON Regnskab & Rådgivning,24,0,0,4,20,0,24,20,4,0,0,0,24,1,ON Regnskab & Rådgivning
30006674,Klinkby Revision v/Lars Klinkby,23,1,0,0,22,0,23,22,0,1,0,0,22,1,Klinkby Revision v/Lars Klinkby
57981717,Revisor-fællesskabet af 1976,23,9,0,0,13,1,22,13,0,9,0,0,13,1,Revisor-fællesskabet af 1976
18767333,HK-revision,23,1,0,0,22,0,23,22,0,1,0,0,22,1,HK-revision
40127720,Øresund Revision Statsautoriseret Revisionsanpartsselskab,23,15,0,3,3,2,21,3,3,15,0,0,6,1,Øresund Revision Statsautoriseret Revisionsanpartsselskab
32888658,Addvisers,23,0,0,0,23,0,23,23,0,0,0,0,23,1,Addvisers
72707710,Revisionsfirmaet A P MØLLER,22,0,0,0,22,0,22,22,0,0,0,0,22,1,Revisionsfirmaet A P MØLLER
26563976,Dupont Revision,22,4,0,2,16,0,22,16,2,4,0,0,18,1,Dupont Revision
12140363,BK Revision ApS,22,0,0,0,22,0,22,22,0,0,0,0,22,1,BK-Revision
33877390,Lægers & Tandlægers Revisionskontor Sjælland,22,0,0,3,19,0,22,19,3,0,0,0,22,2,Lægers & Tandlægers Revisionskontor Sjælland
34880034,SAa Revision,22,0,0,0,22,0,22,22,0,0,0,0,22,1,SAa Revision
25122402,GV Revision,22,0,0,0,22,0,22,22,0,0,0,0,22,1,GV Revision
76534268,F.J. Revision,22,0,0,0,22,0,22,22,0,0,0,0,22,1,F.J. Revision
45740986,Fidura Statsautoriseret Revisionsanpartsselskab,22,0,0,4,18,0,22,18,4,0,0,0,22,1,Fidura Statsautoriseret Revisionsanpartsselskab
