accounting_office_cvr,accounting_office_name,mne_source_name,declarations_2025_2026,class_b,class_b_assistance,class_b_extended_review,class_b_audit,class_b_review,addressable_annual_reports,class_other
14759840,Aage & Povl Holm,Aage & Povl Holm,87,87,77,4,6,0,81,0
32500145,THN Revision,THN Revision,87,87,50,31,4,2,81,0
13737096,Revision Hatting,Revision Hatting,87,87,63,13,11,0,76,0
33043163,ONreVISION,ONreVISION,87,87,87,0,0,0,87,0
36908114,Revision Ryttergaarden,Revision Ryttergaarden,86,86,86,0,0,0,86,0
31888026,Søhøjlandets revision,Søhøjlandets revision,86,86,57,29,0,0,86,0
20835400,Østdansk Landboforening,Østdansk Landboforening,85,85,85,0,0,0,85,0
20572043,Revisorhuset Halsnæs,Revisorhuset Halsnæs,83,83,65,16,0,2,81,0
36909935,MTMLB,MTMLB,83,83,73,8,2,0,81,0
88248228,Egon Pedersen Revision,Egon Pedersen Revision,81,78,51,15,10,0,66,3
41835303,Nordisk Revision Godkendt Revisionsanpartsselskab,Nordisk Revision Godkendt Revisionsanpartsselskab,80,80,61,19,0,0,80,0
30563670,Lejenregnskabschef.dk,Lejenregnskabschef.dk,79,79,79,0,0,0,79,0
45150437,PRO REVISION STATSAUTORISERET ANPARTSSELSKAB,PRO REVISION STATSAUTORISERET ANPARTSSELSKAB,77,77,64,11,2,0,75,0
21860506,DVU,DVU,76,76,43,0,33,0,43,0
10110807,Vendelbo,Vendelbo,76,76,56,20,0,0,76,0
26668840,Andersen og Partnere,Andersen og Partnere,75,75,72,0,3,0,72,0
21164577,ReviØst,ReviØst,75,75,56,17,2,0,73,0
33225172,Lars P Revision,Lars P Revision,75,75,59,16,0,0,75,0
30348184,Registreret Revisionsvirksomhed Nordskov Revision,Registreret Revisionsvirksomhed Nordskov Revision,74,74,74,0,0,0,74,0
45852652,Tetras Statsautoriseret Revisionsanpartsselskab,Tetras Statsautoriseret Revisionsanpartsselskab,74,74,56,12,6,0,68,0
29404992,HE Revision,HE Revision,73,73,54,18,0,1,72,0
17128973,Unik-Revision,Unik-Revision,73,73,49,22,2,0,71,0
18743396,Revisionsfirmaet Peder Albertsen,Revisionsfirmaet Peder Albertsen,71,71,57,1,13,0,58,0
12155662,Revisionsfirmaet Ole Hansen,"Revisionsfirmaet Ole Hansen, Statsautoriseret Revisionsanpartsselskab",70,70,19,45,6,0,64,0
21052302,Revisionsfirmaet Peter Berg,Revisionsfirmaet Peter Berg,70,70,40,24,6,0,64,0
19706974,Fynbo Revision,Fynbo Revision,69,69,63,6,0,0,69,0
42044040,Sydvestjysk Revision ApS Godkendt Revisionsselskab,Sydvestjysk Revision ApS Godkendt Revisionsselskab,69,69,46,18,5,0,64,0
19941442,Nordmors Revision v/Peter Djernes,Nordmors Revision v/Peter Djernes,69,69,55,4,10,0,59,0
18619407,Revisionsfirmaet Jørgen Gilling,Revisionsfirmaet Jørgen Gilling,68,68,67,0,1,0,67,0
18288389,Revisionsfirmaet Kirch Andersen,Revisionsfirmaet Kirch Andersen,68,68,61,7,0,0,68,0
13179638,REVISIONSKONTORET AF 2004 ApS,REVISIONSKONTORET AF 2004 ApS,66,66,66,0,0,0,66,0
16145084,Revision Nord,Revision Nord,65,63,41,15,7,0,56,2
43629379,Nørgaard Schultz Godkendt Revisionsanpartsselskab,Nørgaard Schultz Godkendt Revisionsanpartsselskab,65,65,65,0,0,0,65,0
30817222,Kolding Erhvervsservice,Kolding Erhvervsservice,65,65,65,0,0,0,65,0
26624479,AB-Revision,AB-Revision,64,64,63,1,0,0,64,0
16933503,Johnny Hansen Registreret Revisionsanpartsselskab,Johnny Hansen Registreret Revisionsanpartsselskab,63,63,63,0,0,0,63,0
20935790,2TalRevision v/Jan Christensen,2TalRevision v/Jan Christensen,63,63,40,23,0,0,63,0
10632684,Revision 1-2-3,Revision 1-2-3,63,63,46,3,14,0,49,0
14135308,Registreret Revisionsanpartsselskab Flemming Juhl Nielsen,Registreret Revisionsanpartsselskab Flemming Juhl Nielsen,63,63,49,14,0,0,63,0
16609331,Revisionskontoret i Faxe,Revisionskontoret i Faxe,62,62,45,8,9,0,53,0
26063655,Tranberg,Tranberg,62,62,50,8,4,0,58,0
42793744,2+ Revision Grønland Statsautoriserede Revisorer ApS,2+ Revision Grønland Statsautoriserede Revisorer ApS,61,61,39,16,6,0,55,0
15659777,Revisionsfirmaet Svend Dørffer,Revisionsfirmaet Svend Dørffer,61,61,50,2,9,0,52,0
40032622,MS Revision ApS,MS Revision ApS,61,57,44,11,0,2,55,3
91259850,Revision 1,Revision 1,61,61,61,0,0,0,61,0
44405016,Alt i Regnskab & Rådgivning ApS,Alt i Regnskab & Rådgivning ApS,61,61,61,0,0,0,61,0
76475512,Gundsø Revision,Gundsø Revision,60,59,0,42,17,0,42,1
36065346,Revisionsfirmaet Kim Jacobsen,Revisionsfirmaet Kim Jacobsen,60,60,53,6,1,0,59,0
61676228,Patriotisk Selskab,Patriotisk Selskab,59,59,48,8,3,0,56,0
39473321,"DM Revisionsfirma af 1993, Registreret Revisionsanpartsselskab","DM Revisionsfirma af 1993, Registreret Revisionsanpartsselskab",59,59,44,15,0,0,59,0
14913572,Registreret Revisor Per Obling,Registreret Revisor Per Obling,59,59,59,0,0,0,59,0
52992753,Greve Strands Revision,Greve Strands Revision,59,59,55,3,1,0,58,0
27910165,Egtved Revisionskontor,Egtved Revisionskontor,59,59,51,6,2,0,57,0
12707789,Revisionsfirmaet Revicon,Revisionsfirmaet Revicon,59,59,59,0,0,0,59,0
35868828,Erhvervs Consult ApS,Erhvervs Consult ApS,58,58,49,0,9,0,49,0
10290430,PKF Borup ApS,PKF Borup ApS,57,57,57,0,0,0,57,0
36696486,Revisionsfirmaet Lars Bastholm,Revisionsfirmaet Lars Bastholm,57,57,25,29,3,0,54,0
19713830,Djurs Revision,Djurs Revision,57,57,42,15,0,0,57,0
39846144,Revisionsfirmaet Søren Askly,Revisionsfirmaet Søren Askly,56,56,56,0,0,0,56,0
30201795,TK Revision,TK Revision,56,56,54,1,1,0,55,0
21706833,RB Revision,RB Revision,56,56,55,1,0,0,56,0
29033609,RugaardRevision,RugaardRevision,56,56,19,0,37,0,19,0
46115422,"Kjeldsen Revision, Statsautoriseret Revisionsanpartsselskab","Kjeldsen Revision, Statsautoriseret Revisionsanpartsselskab",55,55,41,14,0,0,55,0
44396033,Din Revisor Amager ApS Godkendte revisorer,Din Revisor Amager ApS Godkendte revisorer,54,54,41,10,3,0,51,0
28284160,LJ Revision,LJ Revision,54,54,54,0,0,0,54,0
31165571,Revisionsfirmaet Torlund,Revisionsfirmaet Torlund,53,53,37,14,2,0,51,0
78682418,Revisionsfirmaet Arne Bang,Revisionsfirmaet Arne Bang,53,53,32,0,21,0,32,0
33164076,R3 Revision,R3 Revision,53,53,46,7,0,0,53,0
35143114,Revisionsfirmaet Hanne og Erling Lund,Revisionsfirmaet Hanne og Erling Lund,53,53,43,8,2,0,51,0
28970641,Luni Revisions Anpartsselskab,Luni Revisions Anpartsselskab,52,52,52,0,0,0,52,0
32090516,Thrane Consult,Thrane Consult,52,52,52,0,0,0,52,0
44742969,Bisbjerg & Partners P/S,Bisbjerg & Partners P/S,52,52,45,5,2,0,50,0
38248677,Lindholm Revision,Lindholm Revision,51,51,46,5,0,0,51,0
15897473,CDO Revison,CDO Revison,50,50,50,0,0,0,50,0
17275100,Revision Horsens,Revision Horsens,50,50,50,0,0,0,50,0
25187091,GE Revision & Rådgivning,GE Revision & Rådgivning,49,49,39,7,3,0,46,0
42216011,Betternumbers P/S,Betternumbers P/S,49,49,43,6,0,0,49,0
27616690,Broernes Revision,Broernes Revision,49,49,49,0,0,0,49,0
25859138,S.J. Revision,S.J. Revision,48,48,44,4,0,0,48,0
12838840,Toldbodens Revision & Regnskab,Toldbodens Revision & Regnskab,48,48,44,0,4,0,44,0
34894949,Steen Koch Registrerede revisorer,Steen Koch Registrerede revisorer,48,48,41,6,0,1,47,0
40375260,MBL Revision,MBL Revision,47,47,34,13,0,0,47,0
33160364,CTM Revision,CTM Revision,47,47,47,0,0,0,47,0
37054933,RevisionsHuset-Viborg v/Mogens Bech,RevisionsHuset-Viborg v/Mogens Bech,47,47,30,16,1,0,46,0
25685229,Lægers & Tandlægers Revisionskontor,Lægers & Tandlægers Revisionskontor,47,47,47,0,0,0,47,0
15279680,PM Revision,PM Revision,46,46,45,1,0,0,46,0
75076118,Grønborg Revision,Grønborg Revision,46,46,45,0,1,0,45,0
30351002,Kirkhoff,Kirkhoff,46,45,38,5,2,0,43,1
27607764,AA revisionsanpartsselskabet,AA revisionsanpartsselskabet,46,46,46,0,0,0,46,0
25979907,JBC Revision v/Jørgen Christensen,JBC Revision v/Jørgen Christensen,45,45,20,21,3,1,41,0
70666758,Revisor/Lasse Larsen,Revisor/Lasse Larsen,45,45,45,0,0,0,45,0
26291593,Kompas Revision,Kompas Revision,43,43,32,11,0,0,43,0
69885055,Revisionskontoret,Revisionskontoret,43,43,39,3,1,0,42,0
32942490,T. Rasmussen Revision,T. Rasmussen Revision,43,43,22,0,21,0,22,0
12576986,F I Revision,F I Revision,43,43,41,0,2,0,41,0
28505159,Revisionsanpartsselskabet Jens Carl Nielsen,Revisionsanpartsselskabet Jens Carl Nielsen,43,43,37,6,0,0,43,0
37183024,Regnskabs- og Revisionskontoret for Storkøbenhavn,Regnskabs- og Revisionskontoret for Storkøbenhavn,42,42,34,2,0,6,36,0
27489559,AHJ Revision,AHJ Revision,42,42,42,0,0,0,42,0
29839328,NU-REVI,NU-REVI,42,42,34,0,8,0,34,0
26310172,TALSTABLEREN REGISTRERET REVISIONSANPARTSSELSKAB,TALSTABLEREN REGISTRERET REVISIONSANPARTSSELSKAB,42,42,27,15,0,0,42,0
11524192,Nils Knudsen NK - REVI,Nils Knudsen NK - REVI,41,41,41,0,0,0,41,0
31934354,Revirk Rådgivning,Revirk Rådgivning Statsautoriseret revisionsfirma + Revirk Rådgivning,40,40,40,0,0,0,40,0
11901840,Revisionvest,Revisionvest,40,40,34,5,1,0,39,0
16557390,Bæk Revision,Bæk Revision,40,40,39,1,0,0,40,0
67425618,Mogens Kibsgaard. Statsautoriseretrevisionsanpartsselskab,Mogens Kibsgaard. Statsautoriseretrevisionsanpartsselskab,39,38,15,10,13,0,25,1
35394206,Skatteinform,Skatteinform,39,39,33,0,6,0,33,0
91112353,Statsautoriseret Revisor Leif G. Rasmussen,Statsautoriseret Revisor Leif G. Rasmussen,39,39,39,0,0,0,39,0
17294431,Kobstrup,Kobstrup,38,38,38,0,0,0,38,0
17022970,L.A. Revision,L.A. Revision,38,38,35,3,0,0,38,0
10623685,Revisionsfirmaet Lund & Christiansen,Revisionsfirmaet Lund & Christiansen,38,38,25,6,7,0,31,0
35316957,Kreston AKC,Kreston AKC,37,37,30,3,4,0,33,0
16342718,Landwirtschaftlicher Hauptverein für Nordschleswig,Landwirtschaftlicher Hauptverein für Nordschleswig,37,37,32,5,0,0,37,0
15553782,Multi Revision Ballerup,Multi Revision Ballerup,36,36,36,0,0,0,36,0
25477367,Elite-Revision,Elite-Revision,36,36,27,9,0,0,36,0
28053665,Revision Køge,Revision Køge,35,35,27,8,0,0,35,0
28126131,Capture,Capture,35,35,31,3,1,0,34,0
15681578,Registreret revisionsfirma Torben Andersen,Registreret revisionsfirma Torben Andersen,35,35,31,4,0,0,35,0
14548599,Centrum Revision v/ Henrik Søeborg,Centrum Revision v/ Henrik Søeborg,34,34,30,2,2,0,32,0
36479760,DR Revision,DR Revision,34,34,23,8,1,1,31,0
21849588,Revisionsselskabet Mougaard,Revisionsselskabet Mougaard,34,34,34,0,0,0,34,0
83005815,Revisionsfirmaet Zinnsgade,Revisionsfirmaet Zinnsgade,33,33,33,0,0,0,33,0
17578235,Bidstrup Revision,Bidstrup Revision,32,32,26,6,0,0,32,0
28148585,PT af 27. juli 2004,PT af 27. juli 2004,32,32,26,5,1,0,31,0
29747792,FN Revision,FN Revision,32,24,7,2,2,13,9,0
10875781,"RevisionPlus, Grindsted","RevisionPlus, Grindsted",32,32,21,2,9,0,23,0
30553535,Claus Carlsen,Claus Carlsen,31,31,31,0,0,0,31,0
13672970,Revisionsfirma Bent Madsen,Revisionsfirma Bent Madsen,31,31,31,0,0,0,31,0
16603473,Revisionskontoret i Asnæs,Revisionskontoret i Asnæs,31,31,30,0,1,0,30,0
18738007,Revisionsfirmaet Jens Søndergaard,Revisionsfirmaet Jens Søndergaard,31,31,31,0,0,0,31,0
44304635,Ødegaard Statsautoriseret Revisionsanpartsselskab,Ødegaard Statsautoriseret Revisionsanpartsselskab,30,30,14,15,1,0,29,0
16147591,MQ Revision,MQ Revision,30,30,30,0,0,0,30,0
86046717,Revisionsfirmaet Bendt Stendahl,Revisionsfirmaet Bendt Stendahl,30,30,30,0,0,0,30,0
11328881,Revisionsfirmaet Ole Dahl,Revisionsfirmaet Ole Dahl,30,30,30,0,0,0,30,0
11211585,Toprevi,Toprevi,29,29,29,0,0,0,29,0
32821030,Statsautoriseret revisor Ole Tønnesen,Statsautoriseret revisor Ole Tønnesen,29,29,17,0,12,0,17,0
14604448,CBK Revision,CBK Revision,29,27,5,0,22,0,5,2
33684096,Verifica,Verifica,29,29,29,0,0,0,29,0
29573360,Kerteminde Revision v/Charlotte Elwain,Kerteminde Revision v/Charlotte Elwain,28,28,28,0,0,0,28,0
46151607,HR Revision ApS,HR Revision ApS,27,27,0,16,11,0,16,0
30276019,Q-Revision,Q-Revision,27,27,24,3,0,0,27,0
27527027,Eybye Invest,Eybye Invest,27,27,27,0,0,0,27,0
11303870,Langelinierevisionen,Langelinierevisionen,26,26,26,0,0,0,26,0
31131928,Nørgaard Revision,Nørgaard Revision,26,26,26,0,0,0,26,0
34901295,Torsten Rasmussen,Torsten Rasmussen,26,26,26,0,0,0,26,0
14792074,"Rudersdal Revision, Registrerede revisorer","Rudersdal Revision, Registrerede revisorer",26,26,20,4,2,0,24,0
20868546,Toft Revision,Toft Revision,26,26,22,4,0,0,26,0
15587008,Kjeld Linnebjerg Registreret Revisionsanpartsselskab,Kjeld Linnebjerg Registreret Revisionsanpartsselskab,26,26,26,0,0,0,26,0
15664908,Registreret revisor Marianne Mortensen,Registreret revisor Marianne Mortensen,25,25,25,0,0,0,25,0
27289940,Danborg Revision,Danborg Revision,25,25,23,0,2,0,23,0
37205907,GoAudit,GoAudit,25,25,17,6,2,0,23,0
20113138,Nigelema v/Niels Lemmeke Madsen,Nigelema v/Niels Lemmeke Madsen,25,25,21,1,3,0,22,0
20474882,Egelund Revision,Egelund Revision,25,25,20,1,4,0,21,0
21090174,aj2,aj2,24,24,24,0,0,0,24,0
40748083,ON Regnskab & Rådgivning,ON Regnskab & Rådgivning,24,24,20,4,0,0,24,0
30006674,Klinkby Revision v/Lars Klinkby,Klinkby Revision v/Lars Klinkby,23,23,22,0,1,0,22,0
57981717,Revisor-fællesskabet af 1976,Revisor-fællesskabet af 1976,23,22,13,0,9,0,13,0
18767333,HK-revision,HK-revision,23,23,22,0,1,0,22,0
40127720,Øresund Revision Statsautoriseret Revisionsanpartsselskab,Øresund Revision Statsautoriseret Revisionsanpartsselskab,23,21,3,3,15,0,6,0
32888658,Addvisers,Addvisers,23,23,23,0,0,0,23,0
72707710,Revisionsfirmaet A P MØLLER,Revisionsfirmaet A P MØLLER,22,22,22,0,0,0,22,0
26563976,Dupont Revision,Dupont Revision,22,22,16,2,4,0,18,0
12140363,BK Revision ApS,BK-Revision,22,22,22,0,0,0,22,0
33877390,Lægers & Tandlægers Revisionskontor Sjælland,Lægers & Tandlægers Revisionskontor Sjælland,22,22,19,3,0,0,22,0
34880034,SAa Revision,SAa Revision,22,22,22,0,0,0,22,0
25122402,GV Revision,GV Revision,22,22,22,0,0,0,22,0
76534268,F.J. Revision,F.J. Revision,22,22,22,0,0,0,22,0
45740986,Fidura Statsautoriseret Revisionsanpartsselskab,Fidura Statsautoriseret Revisionsanpartsselskab,22,22,18,4,0,0,22,0
13976295,Revisionscentret Haderslev,Revisionscentret Haderslev,22,22,16,4,2,0,20,0
17937987,Revisionsfirmaet Benny Jensen,Revisionsfirmaet Benny Jensen,21,19,14,4,1,0,18,0
35050175,Lyngen Revision statsautoriseret revisionsanpartsselskab,Lyngen Revision statsautoriseret revisionsanpartsselskab,21,21,19,1,1,0,20,0
35865136,EMV,EMV,21,21,21,0,0,0,21,0
21598402,Pryds,Pryds,21,21,20,0,1,0,20,0
32688179,Revisorfirmaet Skov Jeppesen,Revisorfirmaet Skov Jeppesen,21,21,14,7,0,0,21,0
36762454,Hedelund revision & rådgivning,Hedelund revision & rådgivning,21,21,21,0,0,0,21,0
12741766,Oxenvads Regnskabsservice ApS,Oxenvads Regnskabsservice ApS,20,20,20,0,0,0,20,0
14165088,Regnskabsfirmaet Martin Engbjerg ApS,Regnskabsfirmaet Martin Engbjerg ApS,20,20,20,0,0,0,20,0
20592699,Registreret Revisor Per Skaarup Rasmussen,Registreret Revisor Per Skaarup Rasmussen,20,20,20,0,0,0,20,0
36871644,RevisionsHuset Viborg v/Leif Aasten,RevisionsHuset Viborg v/Leif Aasten,20,20,20,0,0,0,20,0
12246099,MA Revision v/Morten Andersen,MA Revision v/Morten Andersen,20,20,20,0,0,0,20,0
16579106,Bjarne Engbjerg-Pedersen,Bjarne Engbjerg-Pedersen,20,20,20,0,0,0,20,0
31115086,CR Revison,CR Revison,20,20,20,0,0,0,20,0
41982470,Revisor Fritzbøger,Revisor Fritzbøger,19,19,19,0,0,0,19,0
70697319,Statsaut. Rev. P.B. Matthiesen,Statsaut. Rev. P.B. Matthiesen,19,19,0,6,13,0,6,0
68216214,OBK Revision,OBK Revision,19,19,19,0,0,0,19,0
19617203,I.H. Revision v/ Hanne Henningsen,I.H. Revision v/ Hanne Henningsen,19,19,19,0,0,0,19,0
33219229,Dansk Revision Tønder,Dansk Revision Tønder,19,19,18,1,0,0,19,0
17366270,JE Regnskabsservice,JE Regnskabsservice,19,19,19,0,0,0,19,0
25518942,Nordland Revision-Nordland,Nordland Revision-Nordland,19,19,19,0,0,0,19,0
31888425,Vilstad Revision og Regnskabsservice,Vilstad Revision og Regnskabsservice,18,18,18,0,0,0,18,0
15202580,Revisionsfirmaet Bayer,Revisionsfirmaet Bayer,18,17,16,1,0,0,17,0
10261279,Reg. Rev. Mogens Møller Nielsen,Reg. Rev. Mogens Møller Nielsen,18,18,15,3,0,0,18,0
45756173,"Larsen, Statsautoriseret Revisionsanpartsselskab","Larsen, Statsautoriseret Revisionsanpartsselskab",18,18,8,9,1,0,17,0
36717785,Kvist & Jensen,Kvist & Jensen,18,18,7,2,9,0,9,0
12848544,Revisionshuset,Revisionshuset,18,18,15,3,0,0,18,0
13364796,Revisionsfirmaet Gert Ovesen,Revisionsfirmaet Gert Ovesen,18,18,17,0,0,1,17,0
20716142,Møller & Co.,Møller & Co.,18,18,18,0,0,0,18,0
25072596,COMPTA,COMPTA,18,18,18,0,0,0,18,0
30835654,Møller & Madsen,Møller & Madsen,17,17,17,0,0,0,17,0
81127115,Revisionsfirmaet Poul Rexen Thomsen,Revisionsfirmaet Poul Rexen Thomsen,17,17,9,1,7,0,10,0
16563579,Wyrwik,Wyrwik,17,17,17,0,0,0,17,0
57652551,Revisionsfirmaet Bent Jørgensen,Revisionsfirmaet Bent Jørgensen,17,17,17,0,0,0,17,0
36279079,Talsnedkeren,Talsnedkeren,17,17,9,8,0,0,17,0
72461312,Torben Jakobsen,Torben Jakobsen,17,17,17,0,0,0,17,0
27106595,Valsgård Revision,Valsgård Revision,17,17,17,0,0,0,17,0
18079739,BMM Consult,BMM Consult,17,17,17,0,0,0,17,0
94431468,Dansk Center Revision,Dansk Center Revision,16,16,15,1,0,0,16,0
31140986,VERAX,VERAX,16,16,16,0,0,0,16,0
43576577,Vendia Revision og Regnskab,Vendia Revision og Regnskab,16,16,16,0,0,0,16,0
32428932,Excell Revision,Excell Revision,16,16,16,0,0,0,16,0
19720705,RevisorGården,RevisorGården,16,16,16,0,0,0,16,0
26297974,Revisor Inge Linkamp ApS,Revisor Inge Linkamp  ApS,16,16,16,0,0,0,16,0
47808650,Revisionsfirmaet Michael Fræmohs,Revisionsfirmaet Michael Fræmohs,16,16,16,0,0,0,16,0
12354746,HKP Revision,HKP Revision,16,16,14,0,2,0,14,0
15275677,Revisionsfirmaet Else Høy,Revisionsfirmaet Else Høy,15,15,15,0,0,0,15,0
46110099,Counted ApS,Counted ApS,15,15,8,7,0,0,15,0
41832096,Revisionsfirmaet Søren Kahr,Revisionsfirmaet Søren Kahr,15,15,15,0,0,0,15,0
12911580,Karin Juel Registreret Revisionsvirksomhed,Karin Juel Registreret Revisionsvirksomhed,14,14,14,0,0,0,14,0
38347799,Andersen Revision & Rådgivning,Andersen Revision & Rådgivning,14,14,14,0,0,0,14,0
32147437,Revisionsfirmaet Kenneth Birkelund,Revisionsfirmaet Kenneth Birkelund,14,14,14,0,0,0,14,0
26399610,Revisionsfirmaet Obsen & Nielsen,Revisionsfirmaet Obsen & Nielsen,14,14,11,1,2,0,12,0
29509026,B.F. Rådgivning Herning,B.F. Rådgivning Herning,14,14,14,0,0,0,14,0
14149341,Køge Nord Revision,Køge Nord Revision,13,13,13,0,0,0,13,0
14310533,"Broernes Revision, Reg Revisorer","Broernes Revision, Reg Revisorer",13,13,0,10,3,0,10,0
26344735,JST Revision,JST Revision,13,13,13,0,0,0,13,0
18897385,Registreret Revisor Mette Storgaard Høffner,Registreret Revisor Mette Storgaard Høffner,13,13,13,0,0,0,13,0
13850232,Delta Administration,Delta Administration,13,13,13,0,0,0,13,0
21304476,Talkymisten v/Reg. revisor Susanne Nielsen,Talkymisten v/Reg. revisor Susanne Nielsen,13,13,13,0,0,0,13,0
14662138,Registreret Revisor Mads Bødker,Registreret Revisor Mads Bødker,13,13,13,0,0,0,13,0
38518046,Statsaut. Revisor G. Holm-Nielsen,Statsaut. Revisor G. Holm-Nielsen,12,12,0,11,1,0,11,0
10510945,Uniconsult,Uniconsult,12,12,12,0,0,0,12,0
83827815,Revifirmaet,Revifirmaet,12,12,11,0,1,0,11,0
46127307,Audit Advisor ApS,Audit Advisor ApS,12,12,8,4,0,0,12,0
18485907,Michael Kappelhøj,Michael Kappelhøj,12,12,12,0,0,0,12,0
38267132,TimeVision,TimeVision,12,12,8,1,2,1,9,0
27909833,Statsautoriseret revisor Søren Cortsen,Statsautoriseret revisor Søren Cortsen,12,12,12,0,0,0,12,0
31167140,Revisionsfirmaet MBP,Revisionsfirmaet MBP,11,11,0,0,11,0,0,0
17811371,Luni Revision,Luni Revision,11,11,0,8,3,0,8,0
36081848,Fetterlein,Fetterlein,11,11,9,0,2,0,9,0
26887801,Dupont Revision & Rådgivning,Dupont Revision & Rådgivning,11,11,11,0,0,0,11,0
38897713,Pandrup Revision,Pandrup Revision,11,11,11,0,0,0,11,0
28711395,Bjarne Bertelsen,Bjarne Bertelsen,10,10,4,5,1,0,9,0
31579325,Hestehavens Revison,Hestehavens Revison,10,10,3,7,0,0,10,0
16914800,Revisorgården v/Jane Lading Pedersen,Revisorgården v/Jane Lading Pedersen,10,10,10,0,0,0,10,0
33064543,Nordjysk Revision HJ,Nordjysk Revision HJ,10,10,10,0,0,0,10,0
29316996,Rådgivningsgruppen,Rådgivningsgruppen,10,10,8,1,1,0,9,0
25491742,Revisionsfirmaet Erik Reinsborg,Revisionsfirmaet Erik Reinsborg,10,10,10,0,0,0,10,0
42746452,Konsulent Jens H. Hedegaard,Konsulent Jens H. Hedegaard,10,10,7,3,0,0,10,0
27022863,Revisionsfirmaet Lars Bo,Revisionsfirmaet Lars Bo,10,10,4,4,2,0,8,0
45945189,Kara Statsautoriseret Revisionsanpartsselskab,Kara Statsautoriseret Revisionsanpartsselskab,10,10,8,2,0,0,10,0
35658432,Vistisen & Lunde,Vistisen & Lunde,10,8,6,0,2,0,6,2
25049608,LandboNord,LandboNord,10,10,10,0,0,0,10,0
12689039,Reg Revisor Uffe Berg Pedersen,Reg Revisor Uffe Berg Pedersen,9,9,9,0,0,0,9,0
78646411,Lokalrevision,Lokalrevision,9,9,8,0,1,0,8,0
27192939,"John Dalgaard, Statsautoriseret Revisionsanpartsselskab","John Dalgaard, Statsautoriseret Revisionsanpartsselskab",9,9,9,0,0,0,9,0
41694939,"Jens Rye, Statsautoriseret Revisor","Jens Rye, Statsautoriseret Revisor",9,9,7,2,0,0,9,0
46639715,Revisor Gunnar Kjærgaard Larsen,Revisor Gunnar Kjærgaard Larsen,9,9,9,0,0,0,9,0
52886252,IGM Revision v/iben green madsen,IGM Revision v/iben green madsen,9,9,9,0,0,0,9,0
15656042,MN Revision v/statsaut. revisor Mogens Nielsen,MN Revision v/statsaut. revisor Mogens Nielsen,9,9,9,0,0,0,9,0
16368342,LP Revision & rådgivning,LP Revision & rådgivning,9,9,8,0,1,0,8,0
27495753,nf plus,NF Plus Revision + nf plus,9,9,6,2,1,0,8,0
18393387,Revisionsfirma Ulla Svenningsen,Revisionsfirma Ulla Svenningsen,9,9,8,1,0,0,9,0
30220331,Lars Ole Wiese,Lars Ole Wiese,9,9,9,0,0,0,9,0
34066698,Revisionsfirmaet Per Abelsen,Revisionsfirmaet Per Abelsen,8,8,7,1,0,0,8,0
43514172,Nemli & Partnere Statsautoriserede Revisorer ApS,Nemli & Partnere Statsautoriserede Revisorer ApS,8,8,6,2,0,0,8,0
35042520,Holm Hansen Statsautoriseret Revisionspartnerselskab,Holm Hansen Statsautoriseret Revisionspartnerselskab,8,8,2,0,6,0,2,0
25452313,Carsten Bjørn Jensen,Carsten Bjørn Jensen,8,8,8,0,0,0,8,0
30956400,MPB Consult,MPB Consult,8,8,8,0,0,0,8,0
30175905,K2 TOP Registreret Revisionsanpartsselskab,K2 TOP Registreret Revisionsanpartsselskab,8,8,8,0,0,0,8,0
26186897,Asgård Finans,Asgård Finans,8,8,8,0,0,0,8,0
36735465,Revisionsselskabet LKG,Revisionsselskabet LKG,7,6,0,5,1,0,5,1
27796001,H D Consult,H D Consult,7,7,2,5,0,0,7,0
20938692,Borg Revision v/Olav Borg Christensen,Borg Revision v/Olav Borg Christensen,7,7,7,0,0,0,7,0
32560164,Buller Tex Flemming Olsen,Buller Tex Flemming Olsen,7,7,0,0,7,0,0,0
65608154,Revisionsfirmaet Peter Høg,Revisionsfirmaet Peter Høg,7,7,7,0,0,0,7,0
48569528,Revisionsselskabet v/ Anders Christian Mogensen,Revisionsselskabet v/ Anders Christian Mogensen,7,7,5,0,2,0,5,0
30607236,Skanderborg Revision,Skanderborg Revision,7,7,7,0,0,0,7,0
18186144,A Revision,A-revisor,7,7,7,0,0,0,7,0
37230359,Revisionsfirmaet Benny Lund Jensen,Revisionsfirmaet Benny Lund Jensen,7,7,7,0,0,0,7,0
45556158,B.C. Revision,B.C. Revision,7,7,7,0,0,0,7,0
38575694,Konde ApS,Konde ApS,6,6,6,0,0,0,6,0
29389918,NET-Revision,NET-Revision,6,6,6,0,0,0,6,0
28663838,"MADS MYRTUE THOMSEN, STATSAUTORISERET REVISIONSANPARTSSELSKAB","MADS MYRTUE THOMSEN, STATSAUTORISERET REVISIONSANPARTSSELSKAB",6,6,6,0,0,0,6,0
32319998,RH Revision Statsautoriseret Revisionsanpartsselskab,RH Revision Statsautoriseret Revisionsanpartsselskab,6,6,2,2,2,0,4,0
43113577,Kruse Revision,Kruse Revision,6,6,6,0,0,0,6,0
26916402,Afrodite Hår og Trend v/Rita Truelsen,Afrodite Hår og Trend v/Rita Truelsen,6,6,6,0,0,0,6,0
32983618,DataBalance,DataBalance,6,6,6,0,0,0,6,0
15710373,Damborg Revision og Rådgivning,Damborg Revision og Rådgivning,5,5,5,0,0,0,5,0
