mne,pub_month,antal,aktive
mne4297,5,8,0
mne29369,12,18,0
mne34300,12,23,0
mne33683,5,23,0
mne41402,6,18,0
mne27873,6,81,0
mne24817,4,49,0
mne9795,12,10,0
mne49099,4,16,0
mne29356,10,7,1
mne2483,10,14,0
mne6255,12,3,0
mne11396,11,9,0
mne32372,5,28,0
mne1341,4,11,0
mne2889,9,12,0
mne17323,2,28,1
mne50638,6,22,0
mne30221,3,39,0
mne11207,6,21,0
mne24820,6,45,0
mne23183,2,12,0
mne47775,12,6,0
mne33214,2,3,0
mne33705,2,18,0
mne47866,6,37,0
mne28659,3,28,0
mne33225,11,17,0
mne36182,6,75,0
mne46607,3,4,0
mne32848,7,45,0
mne19691,6,46,0
mne34467,7,13,0
mne32801,1,12,0
mne47795,11,8,0
mne50644,4,1,0
mne19744,7,36,0
mne10851,6,34,0
mne9642,10,12,0
mne31411,1,5,0
mne19677,6,95,23
mne32848,11,20,0
mne16640,4,21,0
mne30193,12,29,0
mne28681,6,34,0
mne26695,3,36,0
mne33762,6,110,0
mne34163,4,32,0
mne47800,6,27,0
mne46608,12,16,0
mne35471,12,15,0
mne17154,7,3,0
mne27751,4,26,0
mne15867,11,7,0
mne28824,6,38,1
mne17138,3,44,0
mne23420,3,35,1
mne32171,10,4,0
mne51485,6,63,1
mne36025,5,27,0
mne35471,6,127,4
mne17982,12,6,0
mne35833,5,16,0
mne862,2,26,0
mne23293,4,34,0
mne17073,6,28,1
mne34480,1,3,0
mne30145,2,24,1
mne5678,3,3,0
mne24813,12,21,0
mne24681,10,7,0
mne32840,12,10,0
mne47422,11,13,0
mne46362,7,8,1
mne29425,5,19,0
mne21387,6,33,5
mne34456,10,11,0
mne34124,12,32,0
mne18625,12,4,0
mne31399,10,14,0
mne24824,3,51,0
mne34351,9,3,0
mne42894,12,13,0
mne26660,4,5,0
mne19677,2,14,1
mne16226,5,14,0
mne29474,3,29,1
mne31387,10,7,0
mne29497,10,7,0
mne29425,9,7,0
mne26824,7,11,0
mne12318,12,16,0
mne33226,6,7,0
mne34501,6,17,0
mne33207,5,32,0
mne34514,8,5,0
mne34323,12,10,0
mne31399,7,28,0
mne47803,7,14,0
mne30127,10,9,0
mne46256,10,9,0
mne33722,12,29,0
mne29531,5,21,0
mne32064,1,12,0
mne167,9,18,0
mne31387,5,21,0
mne23334,11,24,0
mne36183,5,37,0
mne34133,4,54,1
mne33693,6,75,0
mne15242,6,17,3
mne21334,12,2,0
mne35460,6,43,0
mne8726,5,5,0
mne33196,3,15,0
mne46582,3,1,0
mne35421,3,9,0
mne33753,4,43,0
mne33206,4,30,0
mne23254,6,40,0
mne26778,3,14,0
mne33683,11,19,0
mne23254,5,15,0
mne28666,5,7,0
mne32748,5,17,0
mne32785,7,3,0
mne23430,3,5,0
mne33722,6,97,1
mne31450,5,64,0
mne36025,8,8,0
mne27737,6,18,0
mne24699,2,35,0
mne607,11,5,0
mne19688,12,19,0
mne45822,4,5,0
mne31488,5,16,0
mne17225,4,14,0
mne2378,7,7,0
mne30183,4,38,0
mne32783,11,5,0
mne44143,3,31,0
mne48487,10,14,0
mne17402,10,10,0
mne32772,7,9,0
mne34522,10,5,0
mne32064,6,68,0
mne24680,9,10,0
mne24813,10,34,0
mne23420,9,11,0
mne26771,1,18,0
mne44061,11,17,0
mne45825,6,7,0
mne32129,4,37,0
mne29393,1,15,0
mne35437,6,38,0
mne26645,8,1,0
mne44151,6,30,0
mne33244,4,35,0
mne35455,6,56,0
mne36178,10,19,0
mne40962,9,5,1
mne35460,10,35,0
mne29425,6,39,0
mne35388,12,31,0
mne5758,6,15,0
mne34371,2,12,0
mne34400,5,15,0
mne49147,6,33,0
mne36182,4,52,0
mne33724,9,5,0
mne16827,6,39,0
mne32736,4,35,0
mne6529,12,21,0
mne10030,3,2,0
mne17323,10,28,0
mne36189,11,7,0
mne26825,11,13,0
mne23279,3,25,1
mne16813,4,3,0
mne29498,6,1,0
mne28657,7,19,0
mne24818,1,33,0
mne52074,6,33,0
mne19692,1,19,0
mne17379,6,10,0
mne27727,12,2,0
mne32735,8,4,0
mne137,1,2,0
mne47319,11,2,0
mne42824,4,20,0
mne1076,10,1,0
mne35802,11,4,0
mne32244,6,20,0
mne31387,3,23,0
mne11671,11,13,0
mne23324,3,18,0
mne9748,5,16,0
mne35833,1,10,0
mne4038,4,16,0
mne689,12,21,0
mne34472,11,14,0
mne49051,11,1,0
mne8758,10,14,1
mne27789,2,7,0
mne45893,9,11,0
mne29379,11,1,0
mne23318,12,27,0
mne30176,5,50,0
mne33755,4,73,0
mne40065,11,4,0
mne35807,6,72,0
mne32783,4,30,0
mne29425,12,13,0
mne32221,8,5,0
mne27779,7,5,0
mne5614,3,8,0
mne34323,6,50,0
mne33705,10,23,0
mne10734,4,21,0
mne17139,4,27,0
mne34468,11,25,0
mne33761,1,21,0
mne3346,7,8,0
mne17402,4,30,0
mne3007,5,8,0
mne27873,11,5,0
mne33216,2,7,0
mne11349,4,11,0
mne34151,6,22,0
mne31481,10,20,0
mne33705,12,47,0
mne11182,3,2,0
mne43433,12,22,0
mne3395,12,7,0
mne46610,11,10,0
mne46587,12,7,0
mne34144,3,26,0
mne26714,9,7,0
mne34144,5,33,0
mne27866,9,7,0
mne33244,9,10,0
mne36181,12,16,0
mne27768,7,29,0
mne42789,11,5,0
mne28606,1,15,0
mne36190,2,24,0
mne40048,2,10,0
mne2506,6,16,0
mne35475,4,4,0
mne16813,6,39,2
mne31400,11,22,1
mne31399,3,44,0
mne27796,6,36,0
mne30151,6,27,0
mne12510,6,39,0
mne1616,6,16,0
mne46629,4,31,0
mne605,11,5,0
mne33206,6,61,0
mne24813,6,61,0
mne32848,2,72,0
mne33677,2,8,0
mne18512,6,36,0
mne35408,6,46,0
mne35809,6,24,2
mne8281,10,4,0
mne43433,6,87,0
mne41302,12,14,0
mne4109,12,11,0
mne24813,8,2,0
mne26806,12,24,0
mne982,12,7,0
mne42832,7,35,0
mne34290,2,19,1
mne607,6,28,0
mne33757,1,17,0
mne32171,12,9,0
mne19708,3,4,0
mne4404,5,7,0
mne35833,7,25,0
mne21427,11,4,0
mne33733,1,20,0
mne46586,11,4,0
mne32129,11,28,0
mne33677,3,32,1
mne34300,2,17,0
mne15648,6,17,2
mne46587,4,16,0
mne34119,3,23,0
mne41313,10,21,0
mne32792,4,18,0
mne31488,3,22,0
mne517,5,13,0
mne49858,10,11,0
mne49137,9,3,0
mne14950,3,24,1
mne35807,10,27,0
mne48482,7,8,0
mne5783,11,15,0
mne23318,11,11,0
mne3154,11,1,0
mne31429,10,13,0
mne23324,1,15,0
mne50652,4,29,0
mne32750,4,10,0
mne33722,4,30,0
mne31399,8,6,0
mne26733,11,21,0
mne32199,12,45,0
mne17897,4,10,0
mne11060,7,11,0
mne2903,12,11,0
mne17313,3,17,0
mne32129,12,8,0
mne29474,11,3,0
mne35794,7,49,2
mne32079,2,29,0
mne36190,10,17,0
mne31411,5,29,1
mne34511,2,21,0
mne1246,2,13,0
mne36186,5,31,0
mne5657,3,21,0
mne33731,6,14,0
mne30221,5,33,0
Ukendt revisor,2,155,1
mne47767,3,28,1
mne11738,6,131,0
mne11396,4,18,0
mne862,7,45,0
mne15253,10,1,0
mne34119,2,34,0
mne50652,6,99,0
mne30224,3,45,0
mne43515,12,4,0
mne50605,6,19,0
mne35464,2,10,0
mne30176,3,76,0
mne1480,1,4,0
mne29452,8,1,0
mne33757,3,50,0
mne23302,12,2,0
mne11036,12,4,0
mne33256,10,28,0
mne28681,9,18,0
mne51529,6,69,1
mne28683,2,9,0
mne45893,3,14,0
mne1246,10,25,0
mne43515,5,12,0
mne34472,12,9,0
mne46586,10,7,0
mne21381,4,12,0
mne30207,6,117,0
mne32743,1,30,0
mne10156,9,3,0
mne19688,9,8,0
mne8758,2,7,0
mne49042,6,36,0
mne19677,4,14,0
mne36181,2,19,0
mne34321,10,9,0
mne35407,1,17,0
mne44140,6,30,0
mne32115,5,30,0
mne47771,7,5,0
mne27747,6,57,0
mne34469,6,45,0
mne33207,3,24,0
mne46587,5,8,0
mne28654,2,12,0
mne3835,6,61,0
mne36025,12,11,0
mne16913,11,16,0
mne34273,6,59,0
mne34166,5,14,0
mne33677,7,41,0
mne3901,4,27,0
mne36189,7,28,0
mne16226,3,12,1
mne33285,6,11,0
mne35838,3,52,0
mne47818,2,1,0
mne47835,7,4,0
mne35810,1,11,0
mne42184,5,5,0
mne35801,3,11,0
mne52143,6,56,1
mne47904,3,16,0
mne30142,6,13,0
mne30127,3,19,0
mne29474,7,4,0
mne34480,4,12,0
mne32084,5,7,0
mne31450,7,29,0
mne46636,3,19,1
mne40036,4,13,0
mne34522,2,8,0
mne4404,12,6,0
mne47422,10,23,0
mne32792,1,4,0
mne32736,1,4,0
mne18257,7,24,0
mne11737,6,63,2
mne12610,4,19,0
mne33206,5,14,0
mne29432,1,43,0
mne51054,5,11,0
mne33712,4,22,0
mne1122,9,3,0
mne36183,9,6,0
mne41365,2,23,0
mne32736,6,89,0
mne19698,6,101,0
mne26734,1,24,0
mne26805,4,18,0
mne33244,10,33,0
mne32063,3,35,0
mne33679,2,8,0
mne47904,9,4,0
mne34189,2,32,1
mne35625,4,48,0
mne50650,11,6,0
mne29444,9,11,0
mne35625,11,18,0
mne33216,10,4,0
mne34460,8,5,0
mne11349,6,20,0
mne32737,6,26,0
mne29387,3,9,1
mne9642,1,7,0
mne18574,2,34,0
mne11348,11,11,0
mne42773,10,18,0
mne17139,9,8,0
mne46256,9,11,0
mne35464,3,32,0
mne33220,11,1,0
mne34133,1,26,0
mne45950,5,32,0
mne16226,6,48,0
mne33756,9,13,0
mne26660,11,2,0
mne26825,2,19,0
mne34316,7,40,1
mne16302,12,17,0
mne34316,9,13,0
mne12588,12,7,0
mne29369,1,5,0
mne33757,7,16,0
mne32785,5,28,0
mne32810,9,14,0
mne34119,4,27,0
mne34100,10,14,0
mne33244,12,39,0
mne36178,12,15,0
mne31404,4,61,0
mne472,9,1,0
mne49147,11,3,0
mne18049,10,6,0
mne29456,10,8,0
mne32128,3,11,0
mne33707,9,8,0
mne34159,12,22,0
mne34331,12,31,0
mne46613,7,28,0
mne47795,10,9,0
mne34272,4,46,0
mne1341,11,10,0
mne16850,11,8,0
mne35804,5,21,0
mne36190,1,15,0
mne52091,10,18,0
mne10157,12,18,0
mne35464,12,30,0
mne29474,8,1,0
mne33220,5,2,0
mne16912,11,7,3
mne33195,4,25,0
mne52143,3,15,0
mne882,4,6,0
mne33686,4,64,1
mne730,2,7,0
mne7517,12,9,0
mne23293,12,26,0
mne34166,6,32,0
mne34119,9,13,0
mne9642,7,12,0
mne16702,10,11,0
mne19744,3,25,0
mne31413,6,51,0
mne46627,5,32,0
mne34109,10,4,0
mne32750,9,9,0
mne17897,7,17,0
mne19698,12,23,0
mne17073,12,63,0
mne11036,1,7,0
mne42794,12,34,0
mne3007,6,4,0
mne35430,6,35,0
mne32783,6,142,0
mne33753,10,26,0
mne34332,12,15,0
mne35629,1,19,0
mne28606,10,25,0
mne40030,6,18,0
mne32743,4,35,1
mne29444,6,68,1
mne19734,7,4,0
mne28659,7,12,0
mne32743,12,27,0
mne11706,4,8,0
mne15253,1,6,0
mne10157,11,4,0
mne50564,12,10,0
mne26762,12,19,0
mne34173,4,43,0
mne35464,5,24,0
mne27742,5,42,1
mne33683,6,59,0
mne12365,12,13,0
mne26805,7,41,0
mne47767,5,36,0
mne35838,7,31,1
mne33206,3,17,0
mne30216,9,8,0
mne16256,5,14,0
mne28661,9,6,0
mne31470,6,87,7
mne16652,3,1,0
mne32129,5,153,0
mne34145,5,33,1
mne8942,2,4,0
mne23324,10,15,0
mne33225,6,63,0
mne26734,12,9,0
mne10822,12,1,0
mne23254,7,15,0
mne4404,6,13,1
mne30207,10,24,0
mne34469,1,8,0
mne46256,7,10,0
mne19692,6,31,0
mne41364,5,9,0
mne21334,4,21,0
mne26714,12,22,0
mne27708,10,5,0
mne35388,11,17,0
mne26713,9,14,0
mne36180,12,15,0
mne42789,5,6,0
mne34276,5,63,0
mne45950,12,32,0
mne16029,6,38,0
mne31397,3,54,2
mne28683,5,24,0
mne32849,11,7,0
mne33714,9,14,0
mne42244,6,71,1
mne31407,2,13,0
mne30193,2,45,0
mne31487,10,2,0
mne31487,11,7,0
mne33755,1,26,1
mne33693,11,4,0
mne7504,10,3,0
mne32857,3,13,0
mne4173,6,69,3
mne17138,5,28,0
mne33757,10,13,0
mne27708,1,13,0
mne23327,7,18,0
mne2433,1,8,0
mne51485,3,27,0
mne1025,6,43,0
mne31444,1,15,0
mne18547,5,7,0
mne28654,1,6,0
mne31446,4,25,0
mne26805,6,88,0
mne47814,5,14,0
mne27739,6,62,0
mne44108,3,9,0
mne33220,6,32,0
mne23370,6,21,0
mne33686,11,12,0
mne10798,10,10,0
mne19698,1,21,0
mne27703,3,41,0
mne33205,5,19,1
mne47813,4,15,0
mne30192,6,9,0
mne35457,2,9,0
mne34514,4,24,0
mne19698,5,44,0
mne16827,7,24,0
mne19691,5,17,0
mne3007,12,8,0
mne35455,1,16,0
mne34468,1,10,0
mne50619,3,37,1
mne49108,8,1,0
mne32849,10,9,0
mne33207,12,28,0
mne31428,1,14,0
mne23297,2,11,0
mne36178,3,36,0
mne855,1,1,0
mne11809,2,1,0
mne48486,9,4,0
mne2889,12,39,0
mne34502,2,15,0
mne47788,5,5,0
mne19677,3,27,4
mne236,12,5,0
mne24680,10,14,0
mne42831,10,9,0
mne26714,2,21,0
mne34108,3,26,0
mne23324,12,24,0
mne882,12,5,0
mne34171,1,35,0
mne35407,6,52,0
mne34493,1,4,0
mne45819,6,58,1
mne35789,10,11,0
mne31446,2,13,0
mne33262,11,19,0
mne28629,9,13,0
mne35407,10,20,0
mne34095,3,14,0
mne18512,4,15,0
mne6353,11,18,0
mne26804,6,23,0
mne34506,11,22,0
mne11062,3,7,0
mne46609,1,14,0
mne35407,2,8,0
mne23297,12,11,0
mne28606,5,29,0
mne46608,11,5,0
mne51529,4,27,1
mne48483,11,13,0
mne11675,2,9,0
mne28683,3,48,0
mne19736,6,20,0
mne41313,12,25,0
mne49100,11,11,0
mne15969,4,30,0
mne5657,9,6,0
mne32849,3,61,0
mne2903,6,41,0
mne23183,1,20,0
mne43455,7,22,0
mne32122,3,33,0
mne12478,3,17,0
mne31404,6,148,0
mne28607,11,4,0
mne33779,10,8,0
mne4404,4,5,2
mne16532,4,3,0
mne7435,10,10,0
mne15253,7,43,0
mne42244,3,7,0
mne18311,6,43,0
mne49100,10,8,0
mne34144,2,3,0
mne42773,7,23,0
mne4043,1,3,0
mne47883,4,4,0
mne30183,1,13,0
mne32128,10,6,0
mne50619,5,22,0
mne32750,12,17,0
mne35434,12,19,0
mne34290,4,40,0
mne24699,6,76,0
mne32737,3,6,0
mne33677,9,9,0
mne23183,12,22,0
mne29438,4,13,0
mne33679,12,6,0
mne31436,7,23,0
mne45892,6,20,0
mne45822,7,25,0
mne3901,12,18,0
mne34166,3,7,0
mne12318,6,87,0
mne45826,6,7,0
mne33705,5,39,0
mne23324,4,27,0
mne34117,3,22,0
mne32849,2,11,0
mne42777,7,17,1
mne17021,4,27,0
mne35394,12,12,0
mne49108,4,16,0
mne16256,6,24,0
mne35789,5,20,0
mne18078,12,36,1
mne28607,6,22,0
mne605,10,5,0
mne5318,6,30,0
mne6143,12,5,0
mne23414,5,49,0
mne29462,12,44,0
mne34157,4,7,0
mne537,1,3,0
mne11738,2,18,0
mne34083,9,7,0
mne1022,12,7,0
mne31483,5,23,0
mne47816,6,68,0
mne33710,7,30,0
mne33214,3,18,2
mne31483,7,67,0
mne34099,4,24,0
mne34132,5,2,0
mne2377,6,3,0
mne34144,7,11,0
mne36189,5,24,0
mne42184,6,21,0
mne30211,6,45,0
mne42811,2,5,0
mne23420,6,99,0
mne35625,6,102,0
mne30207,3,62,0
mne34503,5,2,0
mne34468,3,27,0
mne44109,10,17,0
mne33707,4,24,0
mne35472,7,3,0
mne35394,4,33,0
mne32736,7,30,1
mne31399,5,28,0
mne17340,6,15,0
mne23279,4,16,0
mne46256,12,1,0
mne47798,7,7,0
mne32079,9,11,0
mne34266,9,9,2
mne29438,5,15,0
mne33722,7,35,0
mne34169,5,18,0
mne16922,5,33,0
mne32181,1,13,0
mne3835,5,31,1
mne9642,5,19,0
mne26783,1,17,0
mne33753,7,30,0
mne5627,6,25,1
mne33221,6,39,0
mne28824,3,21,0
mne30216,2,3,0
mne6353,7,8,0
mne28661,11,14,0
mne49840,6,26,0
mne26695,12,37,0
mne607,1,10,0
mne43455,6,75,0
mne10948,1,11,0
mne33194,6,34,0
mne41312,3,7,0
mne34189,12,21,0
mne35793,4,13,0
mne32208,7,1,0
mne28606,6,123,0
mne35457,3,10,0
mne31387,1,18,0
mne34456,4,5,0
mne33707,5,32,0
mne19691,11,15,0
mne42818,5,19,0
mne34506,4,10,0
mne35805,8,16,0
mne32115,12,15,0
mne34109,9,6,0
mne23310,8,4,1
mne32133,4,20,0
mne26778,6,41,1
mne28583,12,16,0
mne34353,6,48,0
mne48488,6,28,0
mne35664,10,9,0
mne26733,8,1,0
mne92,12,9,0
mne17021,3,32,0
mne27707,3,28,0
mne47263,8,4,0
mne33779,12,38,0
mne35822,1,17,0
mne18574,3,49,0
mne33256,4,1,0
mne1341,10,10,0
mne32736,10,6,0
mne862,10,6,0
mne5783,10,26,0
mne49962,3,5,0
mne24821,6,78,0
mne6161,11,1,0
mne27789,12,28,0
mne31477,6,64,0
mne24825,10,26,0
mne41313,9,11,0
mne5505,8,2,0
mne29497,5,11,0
mne24721,12,31,0
mne33198,6,72,1
mne32231,5,22,0
mne32064,9,8,0
mne34460,7,7,0
mne8845,5,32,0
mne43433,3,27,0
mne47775,9,6,0
mne48487,3,33,0
mne33707,11,8,0
mne49108,1,14,1
mne35463,4,6,2
mne23334,3,19,0
mne21381,6,42,0
mne19688,7,28,0
mne26692,3,15,0
mne11905,10,17,0
mne18078,3,40,0
mne11724,10,8,0
mne5783,6,98,0
mne41306,4,13,3
mne33723,6,51,0
mne11903,11,6,0
mne18617,1,7,0
mne29385,2,10,0
mne11349,7,23,0
mne26695,11,12,0
mne35802,12,4,0
mne32096,12,32,0
mne28602,9,4,0
mne28629,12,47,0
mne12588,10,15,0
mne33195,12,9,0
mne11062,6,24,0
mne33761,6,63,0
mne41307,1,21,2
mne51485,10,8,0
mne44108,12,10,0
mne36180,1,20,0
mne47766,11,7,0
mne17340,4,7,0
mne23366,11,17,0
mne49858,3,13,0
mne34371,9,20,0
mne49100,6,29,1
mne31446,12,13,0
mne32733,3,37,0
mne16640,7,12,0
mne31463,8,4,0
mne2433,7,13,0
mne9642,4,11,0
mne50559,7,50,0
mne32128,1,3,0
mne35463,9,11,0
mne26714,6,42,0
mne47904,11,4,0
mne34140,11,14,0
mne32739,10,15,0
mne41302,11,11,0
mne26753,12,15,0
mne34282,12,3,0
mne29369,6,88,0
mne18011,2,16,0
mne8311,7,24,0
mne23327,6,42,0
mne40037,6,66,0
mne26805,10,5,0
mne21558,6,30,0
mne607,12,10,0
mne6255,6,12,0
mne3020,3,9,1
mne34298,3,15,0
mne32736,12,28,0
mne42828,1,16,1
mne32201,5,8,0
mne45861,6,50,0
mne10998,12,5,0
mne35471,2,17,5
mne33693,1,18,0
mne31429,2,19,0
mne32170,5,12,0
mne4453,12,9,0
mne24769,5,21,0
mne31446,1,13,0
mne6353,3,41,2
mne16482,12,3,0
mne26771,10,12,0
mne3043,6,24,0
mne23310,12,7,0
mne45826,4,1,0
mne10738,11,6,0
mne7644,6,30,0
mne32730,5,27,1
mne29440,6,90,1
mne33311,7,36,1
mne41402,2,18,0
mne36190,5,48,0
mne24820,7,31,0
mne33755,5,99,0
mne7517,11,4,0
mne11349,11,5,0
mne17139,7,64,0
mne33854,5,14,0
mne35834,1,4,0
mne15969,10,16,0
mne47781,3,2,0
mne46626,12,21,0
mne32085,3,1,0
mne32221,3,18,0
mne40760,6,56,0
mne24817,3,20,0
mne23296,7,4,0
mne3901,2,17,0
mne5505,10,12,0
mne33755,7,44,0
mne34505,2,18,0
mne48471,1,12,1
mne15648,1,9,0
mne45819,10,17,0
mne34189,4,41,1
mne33723,12,13,0
mne30224,12,24,0
mne33225,4,46,1
mne31483,4,21,0
mne1041,10,2,0
mne31481,7,5,0
mne32372,3,31,0
mne2587,4,4,0
mne4326,1,2,0
mne41367,12,25,1
mne16640,11,15,0
mne32101,9,5,0
mne35455,5,38,0
mne34282,6,15,0
mne5675,6,29,0
mne32205,5,18,0
mne33693,5,29,0
mne18225,9,8,0
mne35421,10,13,0
mne33198,3,30,0
mne33207,4,48,0
mne16515,11,3,0
mne26734,10,7,0
mne33722,3,14,0
mne32735,10,17,0
mne32107,3,15,0
mne26695,4,27,0
mne31458,2,4,0
mne32750,2,25,1
mne32204,9,12,0
mne27742,8,4,0
mne7504,6,40,0
mne28683,10,11,0
mne34100,6,57,0
mne47263,10,7,0
mne34161,9,9,0
mne34261,12,10,0
mne28824,12,12,0
mne32727,5,18,0
mne32727,10,17,0
mne6161,4,1,0
mne32064,12,21,1
mne31480,10,10,0
mne49108,11,18,0
mne5602,6,15,0
mne32133,11,9,0
mne31373,12,27,1
mne11306,12,5,0
mne32085,6,7,0
mne34151,4,21,0
mne48507,2,13,0
mne12352,10,5,0
Ukendt revisor,5,249,1
mne28607,5,21,0
mne35434,11,6,0
mne33195,9,4,0
mne40048,3,51,1
mne16515,3,19,0
mne48486,10,2,0
mne35801,2,9,0
mne35420,6,50,0
mne30145,5,15,0
mne34489,4,12,0
mne23293,1,7,0
mne23319,6,85,0
mne51529,2,9,0
mne17402,1,15,0
mne26771,12,13,0
mne27866,4,62,2
mne504,5,15,0
mne11306,4,16,0
mne33244,7,44,0
mne33224,4,23,1
mne35808,10,7,0
mne26718,6,48,0
mne32733,2,7,0
mne21405,11,15,0
mne21387,4,5,1
mne31444,11,7,0
mne862,12,29,0
mne14950,10,15,0
mne49042,1,5,0
mne32772,8,1,0
mne35457,7,43,0
mne862,5,54,0
mne34100,7,22,0
mne6353,6,52,1
mne49080,4,12,0
mne23366,4,52,0
mne34298,5,29,0
mne35437,9,9,0
mne45820,5,19,0
mne47808,6,22,0
mne32748,6,38,0
mne21405,12,9,0
mne17237,8,2,0
mne46627,6,62,0
mne33708,5,35,0
mne2376,4,11,0
mne34506,10,13,0
mne32096,8,6,0
mne23310,5,15,0
mne32204,11,41,0
mne15648,2,7,0
mne31446,6,53,0
mne4326,2,1,0
mne49105,12,9,0
mne10659,7,9,0
mne34169,12,36,0
mne11645,4,50,0
mne35802,3,37,0
mne3901,1,22,0
mne11469,12,11,1
mne26762,1,11,0
mne18628,7,63,0
mne31399,1,26,0
mne270,10,10,0
mne24699,3,14,0
mne47785,5,28,0
mne34276,6,138,0
mne26825,12,16,0
mne10288,9,1,0
mne32171,6,50,0
mne50619,6,64,0
mne18628,6,11,0
mne26660,1,3,0
mne33225,10,18,0
mne34464,4,21,0
mne29444,10,14,0
mne35807,12,38,0
mne32739,8,2,0
mne26825,4,12,0
mne34173,10,12,0
mne18011,12,11,1
mne5318,7,3,0
mne11396,7,23,0
mne19693,10,10,0
mne41364,4,6,0
mne19693,2,32,0
mne31429,7,9,0
mne34464,3,8,0
mne11588,9,2,0
mne35430,2,9,0
mne46640,6,48,2
mne30145,6,75,0
mne26694,5,35,0
mne29462,5,27,0
mne1246,6,63,0
mne11588,3,4,0
mne32181,10,15,0
mne34144,4,30,0
mne33755,2,49,0
mne12610,5,17,0
mne92,6,15,0
mne26692,9,12,0
mne17139,12,28,0
mne2584,1,14,0
mne30176,1,15,0
mne47835,5,1,0
mne34109,6,20,0
mne49042,10,9,0
mne50652,12,19,0
mne35457,12,5,0
mne47813,3,13,0
mne34173,11,8,0
mne31373,2,22,1
mne34514,9,3,0
mne27789,6,20,0
mne32101,12,13,0
mne2276,4,9,0
mne12610,6,22,0
mne34289,5,26,0
mne48470,12,1,0
mne33693,3,30,0
mne1022,7,38,1
mne34505,6,56,0
mne7435,12,8,0
mne35437,5,16,0
mne19736,5,8,0
mne16482,10,5,0
mne29387,5,8,2
mne31463,6,78,0
mne537,6,19,0
mne34124,6,67,1
mne21427,6,24,0
mne26753,6,46,0
mne16306,5,2,0
mne47790,1,7,0
mne16652,12,6,0
mne33212,6,147,0
mne35438,3,34,1
mne33766,4,11,0
mne2272,3,2,0
mne36186,4,19,0
mne17379,7,5,0
mne34511,6,19,0
mne36181,5,32,0
mne46611,6,2,0
mne11629,11,1,0
mne32244,5,22,0
mne19677,10,12,0
mne15013,3,68,1
mne8845,11,1,0
mne45819,2,14,0
mne52091,7,9,0
mne34189,6,136,0
mne48486,1,8,0
mne33256,3,25,0
mne32733,4,44,0
mne11396,6,36,0
mne36181,7,7,0
mne49841,4,14,0
mne31387,4,17,0
mne31477,10,7,0
mne34347,2,10,0
mne34456,7,8,0
mne42822,2,6,0
mne32777,9,2,0
mne34302,3,12,0
mne34460,2,25,0
mne46608,4,20,1
mne23413,4,19,6
mne5971,3,5,0
mne31399,4,22,0
mne12588,3,19,0
mne11740,5,32,0
mne32231,4,15,0
mne34336,12,22,2
mne21424,6,61,0
mne34331,10,9,0
mne32056,5,8,0
mne6529,1,10,0
mne28607,3,18,0
mne46636,9,18,0
mne45930,7,26,1
mne33733,12,22,0
mne32101,1,15,0
mne16256,12,8,0
mne29419,3,46,1
mne34088,10,6,0
mne35430,5,9,0
mne42896,4,23,0
mne34273,11,29,0
mne45893,11,2,0
mne17319,2,25,0
mne34109,5,8,0
mne24824,9,11,0
mne33725,10,4,0
mne1547,2,18,0
mne16922,11,20,0
mne29469,6,39,0
mne50650,6,51,4
mne49100,5,21,0
mne42785,6,7,0
mne16702,3,21,0
mne42828,7,41,0
mne32737,5,21,0
mne32128,7,7,0
mne34083,5,27,0
mne3835,7,56,0
mne26692,1,9,0
mne31477,3,46,0
mne49133,1,23,0
mne23294,10,14,1
mne27739,5,20,0
mne29379,12,11,0
mne32221,5,21,0
mne33819,5,95,0
mne3913,7,3,0
mne42285,2,11,0
mne32199,10,4,0
mne19674,10,8,0
mne29425,7,20,0
mne5758,10,6,0
mne49051,6,28,0
mne28659,10,12,0
mne2562,9,1,0
mne35475,2,2,0
mne23183,6,48,0
mne36183,1,25,0
mne45845,8,1,0
mne23451,7,148,0
mne24769,3,23,0
mne8361,1,3,0
mne33221,9,3,0
mne18257,6,12,0
mne11706,6,21,0
mne44064,3,25,0
mne31488,2,6,0
mne17982,1,8,0
mne16640,10,4,0
mne29469,5,35,0
mne33773,6,37,0
mne867,11,1,0
mne23183,11,7,0
mne32730,7,36,0
mne34478,6,36,0
mne11671,4,15,0
mne48490,4,11,0
mne23414,4,32,0
mne34347,10,5,0
mne34273,10,15,0
mne31470,7,61,6
mne49042,12,20,0
mne33244,6,135,0
mne34124,10,21,0
mne41302,7,14,0
mne32063,6,36,0
mne31481,8,9,0
mne32069,4,6,0
mne31387,7,18,0
mne7645,7,8,0
mne17319,8,2,0
mne16302,1,12,0
mne48486,6,35,0
mne16702,6,39,0
mne44151,12,7,0
mne35460,12,8,0
mne34469,4,8,0
mne32066,9,23,0
mne10851,3,10,0
mne48483,10,16,0
mne33244,1,26,0
mne35389,3,10,0
mne42791,6,9,0
mne35811,7,34,0
mne3901,5,26,0
mne46625,6,24,0
mne34327,11,19,0
mne29462,11,33,0
mne1167,4,13,0
mne1366,5,6,0
mne27873,9,12,0
mne32736,5,28,0
mne8361,4,7,0
mne34082,12,8,0
mne11183,5,1,0
mne19692,7,36,0
mne42793,5,6,0
mne45861,12,6,0
mne8317,7,20,0
mne33205,3,12,0
mne45861,3,7,0
mne18078,4,29,1
mne34173,1,2,0
mne51054,4,18,0
