mne,pub_month,antal,aktive
mne34079,3,27,0
mne31404,5,50,0
mne2427,5,9,0
mne30224,2,24,0
mne28663,3,7,0
mne34302,12,18,0
mne27758,5,2,0
mne15969,3,31,1
mne50563,2,13,0
mne35804,11,15,0
mne17458,12,16,0
mne11306,9,8,0
mne34289,3,21,0
mne24721,2,25,0
mne16515,4,12,0
mne26805,9,2,0
mne28654,7,41,0
mne47777,10,8,0
mne26911,7,7,0
mne17319,4,26,0
mne33773,7,34,1
mne10084,10,2,0
mne36189,4,18,2
mne19789,12,9,0
mne12006,5,4,0
mne19744,1,6,0
mne49108,10,13,0
mne689,2,8,0
mne32122,12,17,0
mne10156,11,3,0
mne34473,4,16,0
mne33220,7,10,0
mne7435,7,31,0
mne18520,4,11,0
mne18617,12,8,0
mne24824,11,6,0
mne15253,2,7,0
mne30224,10,9,0
mne29391,5,18,0
mne4502,12,10,0
mne8315,6,15,0
mne17021,9,11,0
mne34496,10,16,0
mne2896,5,32,0
mne27751,11,4,0
mne35391,11,16,0
mne47777,6,93,1
mne35449,12,11,0
mne46588,10,3,0
mne36029,2,18,0
mne40021,5,3,0
mne24820,2,4,0
mne11348,4,45,1
mne46608,6,26,0
mne34511,3,7,0
mne34489,5,6,0
mne40037,5,7,0
mne10734,11,34,0
mne46586,6,46,1
mne50618,6,23,0
mne2272,4,4,0
mne8726,12,11,0
mne26695,10,19,0
mne32115,9,16,0
mne24821,12,2,0
mne41287,5,32,0
mne32848,9,28,0
mne32794,3,21,1
mne1025,4,25,0
mne33225,1,3,0
mne24826,4,18,0
mne33714,12,33,0
mne10962,10,1,0
mne7033,10,4,0
mne32182,3,11,0
mne34459,6,23,0
mne12352,5,13,0
mne34468,6,59,0
mne31407,4,10,0
mne24817,10,13,0
mne33756,7,10,0
mne21381,10,5,0
mne46632,2,4,0
mne27765,12,42,0
mne35811,1,8,0
mne29390,12,5,0
mne27742,7,14,1
mne35789,9,9,0
mne31404,9,9,0
mne34273,8,16,1
mne33198,2,16,0
mne27705,9,3,0
mne45864,4,34,0
mne17138,1,16,0
mne32737,10,1,0
mne32733,10,9,0
mne28638,3,9,0
mne24824,1,10,0
mne49093,12,12,0
mne27742,3,33,0
mne35449,2,3,0
mne2573,6,26,0
mne33680,3,10,0
mne18574,4,31,0
mne32743,10,9,0
mne48730,11,5,0
mne18433,10,8,0
mne23293,8,2,0
mne27738,3,9,0
mne15969,8,1,0
mne18495,5,3,0
mne42827,7,36,0
mne34373,3,23,0
mne167,6,42,0
mne27739,11,5,0
mne26692,4,25,0
mne23293,5,45,0
mne50619,2,13,0
mne10851,11,6,0
mne32777,3,10,0
mne33773,11,13,0
mne48488,12,4,0
mne29390,2,5,0
mne25346,7,53,0
mne46636,7,23,0
mne11588,12,5,0
mne26753,10,5,0
mne36183,7,13,0
mne8942,11,5,0
mne50628,12,17,0
mne43433,11,8,0
mne34103,9,12,0
mne26825,3,14,0
mne35811,6,52,0
mne33224,2,20,2
mne34101,7,9,0
mne29379,2,3,0
mne34475,6,16,0
mne35808,5,37,0
mne34359,4,5,0
mne41402,3,16,0
mne34189,8,2,0
mne34442,12,34,0
mne4297,1,1,0
mne35413,6,21,0
mne16029,7,4,0
mne45828,4,123,0
mne49092,6,6,0
mne15969,11,8,0
mne32079,6,30,0
mne35806,7,18,1
mne32904,1,11,0
mne9713,9,1,0
mne27741,11,7,0
mne32822,12,11,0
mne33725,4,18,0
mne45950,3,36,0
mne41312,4,3,0
mne29393,4,19,0
mne32798,12,11,0
mne36180,8,9,0
mne23183,4,11,0
mne15784,3,4,0
mne29432,12,6,0
mne5505,6,21,0
mne50676,4,192,0
mne270,12,12,0
mne26694,6,54,0
mne35421,12,27,0
mne21329,7,1,0
mne47800,8,1,0
mne34099,2,15,0
mne35838,5,54,0
mne18574,10,17,0
mne5505,5,14,0
mne34539,4,130,0
mne48483,4,31,3
mne4334,6,3,0
mne35464,7,37,0
mne23299,7,16,0
mne35804,4,14,0
mne32732,7,9,0
mne11645,3,34,0
mne33710,11,12,0
mne21427,3,15,0
mne16827,12,5,0
mne18623,4,17,0
mne32063,11,12,0
mne29469,7,42,0
mne35800,6,38,0
mne51510,6,12,0
mne47778,6,60,0
mne29531,6,49,0
mne45893,7,17,0
mne9251,6,10,0
mne49108,9,17,0
mne17138,2,13,0
mne32789,4,5,1
mne23302,9,1,0
mne21405,1,9,0
mne29425,2,14,0
mne35464,1,13,0
mne26777,4,8,0
mne33677,11,7,0
mne32129,2,16,0
mne32244,7,12,0
mne11348,2,22,4
mne10043,10,8,0
mne32096,3,66,1
mne17319,7,26,0
mne31436,6,83,0
mne270,1,11,0
mne5675,10,2,0
mne9977,1,3,0
mne8942,6,36,0
mne33679,11,8,0
mne31470,4,58,5
mne34151,10,5,0
mne34321,5,15,0
mne27873,4,23,0
mne21405,6,50,1
mne23420,11,11,0
mne26731,3,3,0
mne3901,7,26,0
mne6185,9,1,0
mne42794,6,119,1
mne35805,9,8,0
mne29497,4,24,0
mne35389,6,34,0
mne34543,12,11,0
mne36178,6,53,0
mne19736,7,21,0
mne31463,3,19,0
mne44140,1,1,0
mne3395,5,17,0
mne34145,12,11,0
mne4109,3,9,0
mne34119,11,5,0
mne32849,12,8,0
mne48473,4,18,0
mne52078,4,14,0
mne31444,9,7,0
mne15931,9,3,0
mne28663,12,7,0
mne17402,2,17,0
mne607,3,7,0
mne42817,6,88,0
mne34366,5,5,0
mne32750,11,4,0
mne24826,12,30,0
mne3835,10,2,0
mne32101,6,65,2
mne42793,4,10,0
mne27742,10,16,2
mne28663,7,15,0
mne35812,6,30,0
Ukendt revisor,8,53,0
mne49042,4,14,0
mne661,6,134,2
mne33724,5,10,0
mne24817,12,9,0
mne16826,12,10,0
mne11288,6,1,0
mne19698,7,17,0
mne11036,11,18,0
mne32849,9,13,0
mne7110,5,1,0
mne35413,12,9,0
mne31397,5,35,0
mne44067,12,10,0
mne30176,6,74,0
mne11740,6,63,0
mne29390,1,4,0
mne23324,5,26,0
mne12355,12,5,0
mne32733,1,11,0
mne30216,12,38,0
mne23294,6,54,0
mne15253,3,16,0
mne42827,1,22,0
mne17402,5,18,0
mne15018,4,5,0
mne42831,6,14,2
mne41307,6,49,0
mne23492,7,11,0
mne36189,6,69,0
mne47798,4,8,0
mne47263,3,16,0
mne34133,10,10,0
mne35805,6,50,2
mne31463,5,29,0
mne44151,3,18,0
mne10726,6,9,0
mne49056,7,4,0
mne18547,4,6,0
mne4173,5,56,0
mne34099,5,29,0
mne23293,2,20,0
mne16868,2,3,0
mne52091,5,9,0
mne40065,3,18,2
mne45845,4,11,0
mne34546,1,13,0
mne35803,4,9,0
mne12805,9,18,0
mne2272,5,3,0
mne5657,4,16,0
mne8726,6,27,0
mne18514,12,5,0
mne49841,5,12,0
mne42827,4,37,0
mne30176,2,68,0
mne32730,4,3,0
mne11207,1,9,0
mne47833,6,59,0
mne31407,5,13,0
mne48482,12,20,0
mne27701,7,11,0
mne43433,5,15,0
mne15242,5,14,0
mne18520,6,23,0
mne605,6,10,0
mne27765,4,18,0
mne1025,7,12,0
mne32199,9,8,0
mne32115,2,10,0
mne18620,10,13,0
mne35787,3,31,1
mne31477,12,31,0
mne32743,9,9,0
mne41306,7,23,4
mne32052,6,15,0
mne32199,11,17,0
mne35389,1,11,0
mne33214,12,14,0
mne17897,1,11,0
mne11349,1,3,0
mne31481,4,20,0
mne34332,8,3,0
mne33753,3,33,0
mne11905,8,3,0
mne33707,7,11,0
mne15281,9,4,0
mne10962,4,4,0
mne41364,1,1,0
mne33693,9,5,0
mne27737,8,3,0
mne45822,3,19,0
mne51057,5,7,0
mne19698,11,13,0
mne34442,6,74,0
mne35822,7,37,0
mne35789,4,11,0
mne46632,4,12,0
mne33766,1,4,0
mne28679,6,75,3
mne45858,5,5,0
mne4452,4,1,0
mne48490,9,3,0
mne18620,11,13,0
mne28663,5,47,0
mne41364,2,4,0
mne35804,7,9,0
mne34480,12,9,0
mne24737,5,6,0
mne34028,9,6,0
mne35787,11,8,0
mne23413,1,2,0
mne15281,6,54,0
mne42793,6,80,0
mne26805,11,7,0
mne50606,1,2,0
mne18510,9,3,0
mne15648,7,12,0
mne27765,10,14,0
mne35804,3,30,0
mne34157,5,12,0
mne42773,1,15,0
mne16827,5,4,0
mne41313,2,14,0
mne32056,2,16,0
mne32133,7,17,0
mne33245,3,29,0
mne35394,2,24,0
mne26745,4,18,0
mne34300,5,20,0
mne23318,4,42,0
mne12451,1,7,1
mne26692,6,44,1
mne19698,2,35,0
mne18547,6,13,0
mne19699,4,8,0
mne32170,3,15,0
mne48483,12,22,0
mne33313,2,8,0
mne24824,2,11,0
mne11903,9,2,0
mne34522,11,4,0
mne31404,8,1,0
mne48487,2,9,0
mne34101,9,2,0
mne19692,10,3,0
mne27796,9,4,0
mne12805,6,137,0
mne34316,4,45,0
mne30224,9,6,0
mne28583,3,15,0
mne17154,5,3,0
mne15094,7,5,0
mne32739,2,32,0
mne31428,10,19,0
mne10851,4,17,0
mne34088,7,26,0
mne19691,7,34,0
mne24730,6,35,0
mne34467,6,50,0
mne28824,11,5,0
mne50638,3,9,0
mne28661,12,21,0
mne35437,4,24,2
mne50652,5,31,1
mne35421,1,22,0
mne32128,5,17,0
mne34489,6,15,1
mne48730,9,1,0
mne23296,2,7,1
mne11019,4,2,0
mne31463,4,22,0
mne33726,3,27,0
mne46640,12,10,0
mne5505,12,14,0
mne11671,12,20,0
mne32231,11,10,0
mne32733,8,1,0
mne24638,12,12,0
mne32789,3,5,0
mne34119,6,44,0
mne10288,2,6,0
mne18311,4,14,0
mne26714,1,12,0
mne35501,5,7,0
mne23279,2,21,0
mne35803,12,12,0
mne15683,6,11,0
mne4109,5,6,0
mne18625,1,3,0
mne27708,4,28,0
mne8361,7,9,0
mne23368,12,2,0
mne34332,11,3,0
mne46636,8,5,0
mne4297,4,12,0
mne46636,4,22,0
mne34331,1,6,0
mne11905,11,15,0
mne2483,3,19,0
mne47422,2,37,0
mne34133,3,15,0
mne12414,5,5,0
mne41307,2,14,0
mne31446,7,23,0
mne31411,3,15,0
mne34456,12,1,0
mne18625,7,31,0
mne28654,12,24,3
mne47800,5,14,0
mne30127,2,12,0
mne26806,3,13,0
mne47765,6,9,0
mne19789,4,12,0
mne17323,6,65,0
mne46256,1,8,0
mne28629,11,32,0
mne2892,1,11,0
mne18510,10,3,0
mne8317,10,29,0
mne15281,4,12,0
mne10156,2,11,0
mne34289,2,20,0
mne34300,8,2,0
mne16532,6,24,0
mne51056,4,4,1
mne35438,5,29,0
mne27705,4,17,0
mne51501,7,12,0
mne4502,2,8,1
mne35834,5,20,0
mne33756,12,22,0
mne29393,5,36,0
mne30176,7,35,1
mne46627,1,17,0
mne32181,6,102,1
mne16302,4,22,0
mne1616,12,5,0
mne10675,6,107,2
mne35803,5,16,0
mne3106,6,4,0
mne30127,6,33,0
mne34124,11,8,0
mne16553,3,2,0
mne49147,5,16,0
mne28654,9,5,0
mne28629,3,58,0
mne31367,9,5,0
mne1341,12,38,0
mne46588,6,20,0
mne32848,10,32,0
mne34484,12,9,0
mne33244,3,58,0
mne34489,9,7,0
mne31488,7,13,0
mne28683,1,9,0
mne8845,2,5,0
mne29474,6,58,0
mne2427,3,7,0
mne23310,4,7,0
mne33773,12,16,0
mne48490,5,10,0
mne7943,3,5,0
mne2892,9,2,0
mne34514,2,23,0
mne31520,12,16,0
mne34321,7,40,0
mne33757,6,88,0
mne45820,9,5,0
mne42794,3,69,0
mne34299,6,58,0
mne46627,12,33,0
mne11748,11,7,0
mne26645,6,56,2
mne49108,7,14,0
mne167,2,17,0
mne19689,6,69,0
mne35807,3,27,0
mne8845,1,15,0
mne35856,1,29,0
mne34468,7,24,0
mne32071,2,25,0
mne34295,7,39,2
mne32798,4,3,0
mne11036,10,5,0
mne16306,6,8,0
mne24699,12,20,0
mne33766,6,24,0
mne41316,4,12,0
mne11588,4,12,0
mne46629,6,87,0
mne41313,6,57,0
mne50641,6,13,0
mne49108,12,5,0
mne35856,5,35,0
mne19760,12,3,0
mne34178,6,25,0
mne33766,7,12,0
mne12478,5,23,1
mne34371,3,30,0
mne35629,8,4,0
mne867,7,75,0
mne16640,12,13,0
mne680,5,11,0
mne31480,5,72,0
mne29356,2,17,1
mne41367,1,12,0
mne31458,6,76,0
mne32069,6,45,0
mne34520,6,65,0
mne30213,1,10,0
mne12318,7,17,1
mne8726,4,9,0
mne28583,7,16,0
mne34371,12,16,0
mne34371,11,13,0
mne2564,3,14,0
mne27742,12,17,0
mne33756,5,19,0
mne17982,4,7,0
mne48472,6,29,0
mne27703,11,32,0
mne24746,7,1,0
mne36025,7,5,0
mne1137,12,2,0
mne47800,10,5,0
mne11809,7,3,0
mne35804,10,8,0
mne35629,11,9,0
mne10851,12,7,0
mne28666,3,8,0
mne418,11,7,0
mne19736,3,1,0
mne47803,3,13,0
mne33205,12,8,0
mne16826,6,10,0
mne26733,12,20,0
mne35822,12,12,0
mne472,6,31,0
mne41402,4,23,1
mne17145,6,150,0
mne35455,12,41,0
mne42794,11,24,0
mne15370,4,8,0
mne33708,4,11,0
mne42827,5,45,0
mne31367,2,7,0
mne30151,12,15,0
mne24813,2,12,0
mne28663,9,12,0
mne31488,11,12,0
mne23254,1,1,0
mne48473,1,9,0
mne16826,2,9,0
mne16640,3,32,0
mne8900,1,7,1
mne45822,6,42,0
mne48472,3,4,0
mne867,6,43,0
mne5783,5,25,0
mne33705,11,4,0
mne50619,12,26,0
mne19699,3,25,0
mne10851,1,9,0
mne24746,6,55,0
mne26825,5,25,0
mne34100,12,39,0
mne36182,10,10,1
mne34465,6,154,2
mne727,2,8,0
mne34326,5,44,0
mne28658,3,2,0
mne28702,5,4,0
mne26771,9,17,0
mne34502,7,84,0
mne23304,11,5,0
mne33723,4,13,0
mne29390,4,5,0
mne16652,4,8,0
mne1122,4,8,1
mne26714,5,25,0
mne14950,11,10,0
mne2892,4,4,0
mne33779,11,15,0
mne32101,5,43,1
mne11809,6,13,0
mne10851,5,13,0
mne46256,3,10,0
mne16256,10,3,0
mne2483,4,12,0
mne15429,9,9,0
mne28663,10,4,0
mne47771,5,1,0
mne2511,12,3,0
mne31428,7,13,0
mne15974,12,8,0
mne46607,4,21,0
mne32801,4,35,0
mne36186,3,56,0
mne16828,6,16,0
mne6568,1,2,0
mne34518,11,10,0
mne32727,2,13,0
mne34512,8,1,0
mne3844,1,6,0
mne51515,12,3,0
mne18495,4,1,0
mne2501,12,6,0
mne31463,2,9,0
mne3844,5,11,0
mne27741,3,13,0
mne34178,5,12,0
mne45820,12,15,0
mne1832,10,1,0
mne19691,12,9,0
mne49105,5,24,1
mne2542,6,6,0
mne12451,10,6,1
mne29425,1,10,0
mne32205,12,26,0
mne42817,5,24,0
mne47764,6,4,0
mne8845,9,4,0
mne50559,1,15,0
mne8845,12,11,0
mne28602,3,6,0
mne34327,9,4,0
mne47808,11,1,0
mne10887,12,7,0
mne8942,9,1,0
mne680,6,30,0
mne30183,5,37,1
mne28661,5,21,0
mne36181,6,78,1
mne959,12,2,0
mne47833,5,34,0
mne45819,4,27,0
mne47904,1,4,0
mne31444,3,18,0
mne26778,1,5,0
mne11512,12,19,0
mne40037,12,68,0
mne44061,4,18,0
mne6314,3,13,0
mne15094,11,8,0
mne31463,1,9,0
mne32736,2,5,0
mne47800,3,13,0
mne387,12,1,0
mne24680,11,12,0
mne19692,11,11,0
mne32205,9,7,0
mne33211,1,13,0
mne34144,12,21,0
mne31488,1,9,0
mne689,3,11,0
mne35804,12,14,0
mne10734,9,3,0
mne34119,10,16,0
mne30127,12,23,0
mne16850,1,8,0
mne3020,6,56,0
mne33209,4,32,1
mne31436,4,24,0
mne33724,4,8,0
mne32056,10,5,0
mne30145,11,5,0
mne36193,12,3,0
mne46619,4,18,1
mne34133,12,16,0
mne34327,1,15,0
mne32739,12,31,0
mne40035,6,13,0
mne34321,6,51,0
mne19689,1,6,0
mne32750,3,40,0
mne21558,7,10,0
mne28659,5,28,0
mne16826,5,17,0
mne33680,11,5,0
mne31477,2,24,0
mne26771,5,61,0
mne32205,3,20,0
mne16640,6,47,0
mne16702,5,17,0
mne31444,6,39,0
mne51510,3,7,0
mne27864,4,11,0
mne34371,5,32,0
mne18510,11,5,0
mne40762,2,20,0
mne29390,5,11,0
mne27789,5,8,0
mne1025,12,17,0
mne18049,6,29,0
mne34169,11,3,0
mne32750,8,5,0
mne23430,7,27,0
mne34144,9,6,0
mne47791,7,30,0
mne11671,3,12,0
mne34117,6,62,1
mne42773,6,85,0
mne46583,6,40,0
mne35455,4,60,0
mne36180,3,18,1
mne32372,7,30,1
mne35794,4,28,3
mne34133,7,20,0
mne33686,2,19,0
mne4502,4,19,0
mne52086,4,2,0
mne16226,4,13,2
mne35794,2,13,1
mne51483,4,7,0
mne2505,6,13,0
mne23451,3,27,1
mne32107,10,7,0
mne16902,6,44,0
mne36193,6,35,0
mne2574,1,1,0
mne23310,6,24,0
mne48730,1,9,0
mne16702,2,12,0
mne35478,3,12,0
mne33197,2,4,0
mne46610,5,26,0
mne17458,3,6,0
mne26695,5,38,0
mne12199,1,5,0
mne32792,10,9,0
mne26645,5,24,3
mne26806,11,19,0
mne34472,2,13,0
mne49093,2,2,0
mne26733,4,16,0
mne32056,3,10,0
mne537,4,4,0
mne49065,6,30,0
mne48487,5,19,0
mne26846,7,8,0
mne29445,6,52,0
mne689,4,13,0
mne19744,4,10,0
mne31429,5,25,0
mne959,3,6,0
mne48484,5,2,0
mne49072,4,4,0
mne32221,4,21,0
mne31412,1,5,0
mne35434,10,20,0
mne35422,3,6,0
mne47866,12,3,0
mne35475,3,4,0
mne16532,5,6,0
mne50738,7,59,0
mne33724,11,3,0
mne12040,4,14,0
mne27707,5,37,0
mne35797,6,72,0
mne17140,4,7,0
mne28654,5,9,0
mne49100,3,21,0
mne47778,7,13,0
mne17340,7,7,0
mne24826,5,33,1
mne21381,5,23,0
mne727,4,2,0
mne32801,5,39,0
mne34341,10,2,0
mne16868,5,29,0
mne8361,6,10,0
mne10049,10,6,0
mne42894,4,17,0
mne19708,1,3,0
mne34347,4,8,0
mne19688,1,9,0
mne18574,5,18,0
mne5614,10,15,0
mne27701,2,21,0
mne12451,6,55,4
mne42817,9,6,0
mne10156,5,5,0
mne26733,2,14,0
mne6161,7,1,0
mne10902,6,3,0
mne32107,7,19,0
mne34539,6,4,0
mne29387,1,6,0
mne26746,10,2,0
mne4173,7,21,0
mne29393,2,35,0
mne23318,2,24,0
mne34462,11,2,1
mne17363,3,34,0
mne45861,9,9,0
mne27768,6,52,0
mne11737,8,1,0
mne29486,3,2,0
mne34302,10,3,0
mne2386,6,17,0
mne32849,4,32,0
mne32739,7,22,0
mne31447,7,42,0
mne42244,9,4,1
mne36182,7,19,0
mne26778,5,12,0
mne15370,2,9,0
mne31397,4,33,0
mne9748,9,1,0
mne32743,3,12,0
mne48473,5,22,0
mne47820,10,20,0
mne23368,7,8,0
mne17323,4,18,1
mne10851,7,5,0
mne11645,5,44,0
mne35420,10,7,0
mne31480,8,3,0
mne3464,7,7,0
mne2433,4,9,0
mne34103,3,54,0
mne41365,7,34,0
mne34159,5,29,0
mne35625,7,21,0
mne1826,2,15,0
mne27768,1,8,0
mne3901,10,10,0
mne23136,6,17,0
mne23366,3,29,0
mne33711,9,3,0
mne270,5,9,0
mne29479,7,20,0
mne47422,1,22,0
mne959,10,1,0
mne31428,2,8,0
mne34140,12,13,0
mne26846,10,1,0
mne34095,2,11,0
mne46629,12,20,0
mne28602,1,2,0
mne23304,4,41,0
mne5318,1,12,0
mne503,7,51,0
mne33822,3,13,0
mne29531,12,12,0
mne27705,1,2,0
mne28657,8,4,0
mne11671,7,21,0
mne34333,3,16,0
mne45893,5,9,0
mne15429,7,29,0
mne4502,9,2,0
mne1122,11,1,0
mne26777,3,7,0
mne24721,1,14,0
mne33224,12,29,7
mne47788,12,13,0
mne33762,12,18,1
mne4089,11,1,0
mne31407,1,5,0
mne10084,12,13,0
mne40037,1,3,0
mne21405,2,16,0
mne17225,5,25,0
mne3020,11,3,0
mne34273,9,16,0
mne35457,5,13,0
mne21427,9,9,0
mne19693,6,44,0
mne48486,2,8,0
mne34353,5,4,0
mne32792,3,11,0
mne34087,5,22,0
mne4043,2,1,0
mne19691,2,16,0
mne2501,1,6,0
mne32064,2,8,0
mne29387,4,8,1
mne2427,9,2,0
mne2506,10,3,0
mne26806,10,10,0
mne12451,3,10,0
mne23414,6,45,0
mne35629,10,4,0
mne31477,5,26,0
mne11706,12,3,0
mne11512,1,8,0
mne31413,10,6,0
mne24746,4,13,1
mne29417,6,67,0
mne34321,8,6,0
mne32774,8,2,0
mne48487,6,48,0
mne41302,9,6,0
mne28657,11,3,0
mne49072,7,1,0
mne1516,7,2,0
mne29385,12,10,0
mne28654,10,17,0
mne49042,7,13,0
mne27707,11,6,0
mne27866,7,52,0
mne33742,7,23,0
mne28666,4,7,0
mne11396,1,15,0
mne16482,7,8,0
mne32775,11,2,0
mne49137,7,5,0
mne33224,10,14,2
mne33773,4,7,0
mne12631,2,16,0
mne4109,6,30,0
mne8758,11,15,0
mne33775,10,11,1
mne27707,1,8,0
mne34298,10,7,0
mne4338,6,22,0
mne49100,12,9,0
mne24721,10,28,0
mne35838,12,51,0
mne18049,8,4,0
mne44119,6,16,0
mne35625,5,40,0
mne34353,12,2,0
mne41313,3,27,1
mne32178,5,27,0
mne34467,12,7,0
mne32122,6,37,0
mne51049,5,23,0
mne8107,1,1,0
mne10675,9,4,0
mne34157,6,43,0
mne4404,7,9,0
mne23413,9,2,1
mne4502,7,11,0
mne42184,3,5,0
mne34462,10,4,0
mne16702,12,6,0
mne41313,8,7,0
mne34109,2,1,0
mne11062,1,5,0
mne32231,3,17,0
mne34097,6,60,1
mne32231,2,16,0
mne15927,4,7,0
mne11503,4,9,0
mne26745,6,73,0
mne52070,10,4,0
mne32171,2,3,0
mne32122,2,22,0
mne52143,11,1,0
mne2903,3,24,0
mne32206,6,23,1
mne11645,12,27,0
mne32096,11,19,1
mne23414,9,4,0
mne32096,1,36,0
mne3189,5,7,0
mne18617,5,25,0
mne15094,5,6,0
mne17801,3,13,0
mne35388,1,10,0
mne11651,3,31,0
mne35408,2,11,0
mne44064,8,1,0
mne34271,11,13,0
mne42184,7,1,0
mne52074,1,10,0
mne46586,12,7,0
mne32128,8,5,0
mne52070,7,6,0
mne11671,10,12,0
mne34083,2,24,0
mne28683,9,8,0
mne15974,6,28,0
mne1122,3,5,0
mne42777,10,4,0
mne33757,8,4,0
mne47803,6,40,0
mne8217,6,13,0
mne33211,6,38,0
mne26692,7,8,0
mne46629,1,24,0
mne12352,3,14,1
mne34103,7,48,0
mne52078,2,2,0
mne12318,5,19,0
mne16256,3,9,0
mne34173,7,37,0
mne33753,5,54,6
mne15927,1,2,0
mne24721,7,7,0
mne23414,11,6,0
mne15931,11,4,0
mne27737,4,4,0
mne959,4,6,0
mne16652,10,4,0
mne52070,3,11,0
mne51049,4,13,0
mne12199,4,10,0
mne34302,1,19,0
mne34468,2,19,0
mne34100,1,11,0
mne15969,6,66,1
mne15429,12,26,0
mne35800,11,15,0
mne42773,9,10,0
mne605,12,7,0
mne1932,11,1,0
mne51513,7,5,0
mne28583,5,7,0
mne49105,2,10,0
mne32822,3,15,0
mne32205,4,22,0
mne29499,10,11,0
mne35407,7,15,0
mne23136,11,1,0
mne31367,5,23,2
mne16640,9,11,0
mne34110,5,10,0
mne42777,4,12,1
mne16813,11,3,0
mne15281,5,29,0
mne18620,9,8,0
mne31480,4,65,1
mne33196,4,18,0
mne34266,11,8,0
mne32133,8,3,0
mne19736,11,3,0
mne26778,8,1,0
mne34178,10,8,0
mne33723,7,10,0
mne48473,8,1,0
mne49075,11,3,0
mne34332,5,20,0
mne504,12,12,0
mne17897,10,5,0
mne537,10,6,0
mne17139,2,11,0
mne47795,7,13,0
mne32743,2,11,0
mne32107,12,5,0
mne8900,10,4,0
mne36182,8,6,0
mne41365,11,4,0
mne29498,9,1,0
mne42784,7,3,0
mne5678,6,20,0
mne11062,12,15,1
mne28603,10,3,0
mne418,12,14,0
mne32840,4,12,0
mne33689,2,25,0
mne35856,6,61,0
mne34151,12,10,0
mne2376,12,7,1
mne270,11,5,0
mne27864,2,4,0
mne26771,7,32,0
mne51054,7,10,0
mne47422,12,30,0
mne8317,1,10,0
mne504,6,97,0
mne19734,12,9,0
mne18514,4,4,0
mne21381,12,18,0
mne31487,3,23,0
mne47766,5,23,0
mne12631,11,8,0
mne27738,6,35,0
mne34520,11,12,0
mne9748,6,22,0
mne10156,1,5,0
mne3882,6,20,0
mne34332,7,5,0
mne35787,5,24,0
mne4043,5,6,0
mne34520,3,21,0
mne15619,3,23,0
mne33196,5,36,0
mne607,4,18,0
mne7943,12,25,0
mne40048,12,17,0
mne31470,1,13,0
mne33779,2,15,0
mne34467,4,14,0
mne1366,6,9,0
mne8315,5,6,0
mne16306,11,4,1
mne32728,4,14,0
mne32736,3,17,0
mne2573,11,3,0
mne48473,7,23,0
mne36193,5,13,0
mne33757,9,11,0
mne34085,5,1,0
mne11348,12,13,0
mne32107,1,12,0
mne33195,11,4,0
mne15648,4,5,0
mne34327,12,13,0
mne5824,6,10,0
mne34316,1,24,0
mne23334,5,20,0
mne3395,1,7,0
mne34514,12,19,0
mne19689,4,28,0
mne270,6,27,0
mne26806,4,5,0
mne47885,3,3,0
mne48483,2,17,0
mne18433,3,24,0
mne26733,5,18,0
mne32205,1,37,0
mne31458,7,10,0
mne34327,5,16,1
mne47833,9,2,0
mne17340,11,3,0
mne23368,2,9,0
mne24638,11,9,0
mne18574,1,11,0
mne45874,6,72,2
mne48730,5,10,0
mne32066,3,12,0
mne34085,6,20,0
mne32222,2,16,0
mne16850,6,39,0
mne23430,6,58,0
mne36183,3,30,0
mne34475,1,4,0
mne12478,4,9,0
mne29432,11,10,0
mne27765,2,11,0
mne15867,5,22,0
mne23301,5,62,1
mne11348,3,26,0
mne31471,4,7,0
mne46627,2,22,0
mne34465,10,19,1
mne18512,10,4,0
mne33762,7,55,0
mne33224,6,59,5
mne17386,11,3,0
mne10851,2,8,0
mne10154,6,3,0
mne27773,7,8,0
mne11512,5,32,0
mne31476,6,99,0
mne46588,3,7,0
mne680,8,1,0
mne34512,2,6,0
mne503,5,13,0
mne35802,8,1,0
mne34302,7,23,0
mne33683,7,14,0
mne32737,4,5,0
mne47767,4,29,0
mne11194,6,48,1
mne18625,3,16,1
mne41307,4,15,0
mne1022,9,5,0
mne49070,7,2,0
mne18898,11,7,0
mne34108,11,18,1
mne44064,4,7,0
mne31483,10,8,0
mne42831,3,9,0
mne17379,2,1,0
mne26806,5,16,1
mne34554,9,3,0
mne8900,7,27,1
mne33209,9,9,0
mne30183,10,6,0
mne8217,9,1,0
mne34119,1,13,0
mne27796,2,9,0
mne34480,3,10,0
mne21381,1,9,0
mne32101,10,7,0
mne33225,9,13,0
mne24699,5,22,0
mne10489,4,28,0
mne11306,3,7,0
mne1832,2,1,1
mne47884,5,5,0
mne7504,2,1,0
mne34339,2,1,0
mne5758,2,3,0
mne47777,3,32,0
mne27703,1,14,0
mne7480,12,27,0
mne7435,3,8,0
mne31458,1,10,0
mne4404,3,2,0
mne29445,3,19,0
mne4023,5,12,0
mne27796,12,19,0
mne30127,11,1,0
mne32372,2,6,0
mne17140,3,13,0
mne19740,6,93,0
mne46613,3,19,0
mne3020,5,19,1
mne32794,4,17,0
mne48469,9,1,0
mne34090,3,33,0
mne42827,6,85,0
mne8758,12,9,0
mne34502,1,29,0
mne40035,5,2,0
mne17787,7,1,0
mne47319,6,27,0
mne46588,2,5,0
mne196,5,6,0
mne12199,9,3,0
mne46627,3,26,0
mne35431,6,22,0
